feature_id,layer_id,name_ar,candidate_images,manually_reviewed_images,verified_correct_images,public_rights_images,approved_primary_images,approved_gallery_images,rights_unknown_images,deferred_images,rejected_images,coverage_status
WH-TEAM-0047,world-heritage,استراحات(امواج ),0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0048,world-heritage,وادي المهبول,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0049,world-heritage,كهف الحمام,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0050,world-heritage,مطار الأبرق الدولي,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0051,world-heritage,استراحة محمد بو عبدالعالي,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0052,world-heritage,فندق نجوم غدامس,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0053,world-heritage,فندق جوهرة الواحة غدامس,0,0,0,0,0,0,0,0,0,no_verified_images
WH-TEAM-0054,world-heritage,مسجد عقبة بن عمر,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000001,akakus,قوس أفزجار,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000002,akakus,قوس أفزجارن وقوس تنخليفة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000003,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000004,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000005,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000006,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000007,akakus,قوس أويص,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000008,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000009,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000010,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000011,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000012,akakus,قوس صخري 13,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000013,akakus,قوس تين لوبو,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000014,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000015,akakus,قوس صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000016,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000017,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000018,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000019,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000020,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000021,akakus,قوس صخري وأن أفودا,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000022,akakus,قوس صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000023,akakus,وادي ماتخيندوش,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000024,akakus,تيهيدن,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000025,akakus,وادي رحملالين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000026,akakus,وادي سيندار,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000027,akakus,وادي تانشالت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000028,akakus,وادي تين قويما,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-AKA-000029,akakus,وادي أويس,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000030,akakus,وادي أفاغ,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000031,akakus,وادي تاشوينات,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000032,akakus,وادي آمها,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000033,akakus,وادي بوبو,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000034,akakus,وادي أمها,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000035,akakus,وادي أفازاجار,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-AKA-000036,akakus,وادي البركات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000037,akakus,وادي أمركا,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-AKA-000038,akakus,وادي تلووات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000039,akakus,وادي توجين,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000040,akakus,وادي ايكومسين,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000041,akakus,وادي تيتا,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000042,akakus,وادي أورزاق,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000043,akakus,وادي تخرخوري,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-AKA-000044,akakus,وادي ابهوها,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000045,akakus,تين أوينين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000046,akakus,وادي سوقد,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000047,akakus,وادي تسبا,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000048,akakus,وادي أنشال,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000049,akakus,تين لالان,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000050,akakus,وادي ارلالان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000051,akakus,وادي تيهت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000052,akakus,وادي كيسان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000053,akakus,وادي أنجاكور,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000054,akakus,وان جارين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000055,akakus,وادي تين طرة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000056,akakus,وادي قرقور,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000057,akakus,وادي غلاشم,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000058,akakus,وادي ايسين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000059,akakus,وادي ايضر,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000060,akakus,تين الكوم,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000061,akakus,وادي تاجنرؤوت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000062,akakus,وادي سلفوفيت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000063,akakus,وادي تكظالت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000064,akakus,جبل تين بب,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000065,akakus,تنسو,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000066,akakus,جبل ايدينان - كاف الجنون,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000067,akakus,قارة تزول,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000068,akakus,رمال تيتغسين أو صحراء تهاريت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000069,akakus,أغرم نودان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000070,akakus,وادي ميغدت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000071,akakus,جبل مفتغت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000072,akakus,ميغدت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000073,akakus,وان تكوفي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000074,akakus,الغابة المتحجرة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000075,akakus,مساك مللت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000076,akakus,طريق يفضي إلى برجوج,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000077,akakus,وادي لانجوسي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000078,akakus,وادي اشناتين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000079,akakus,وادي اميتالي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000080,akakus,تنسو,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000081,akakus,بئر وادي الخير,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000082,akakus,بئر تللوات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000083,akakus,بئر أباناكور,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000084,akakus,بئر امينينغ,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000085,akakus,قلتة تين تراريت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000086,akakus,قلتة ايوانين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000087,akakus,بئر تلووا,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000088,akakus,بئر عليوين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000089,akakus,بئر تيلالان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000090,akakus,بئر سلماجين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000091,akakus,بئر تيترزين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000092,akakus,قلتة تين اميتيلي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000093,akakus,قلتة بوبو,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000094,akakus,قلتة تيبستين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000095,akakus,قلتة انتريكي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000096,akakus,الفوار الساخن,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000097,akakus,قلتة تيقلتري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000098,akakus,وادي تيهرين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000099,akakus,مدخل تين لالان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000100,akakus,نقطة مراقبة الشرطة السياحية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000101,akakus,مدخل حقل الفيل,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000102,akakus,مدخل يفضي إلى مساك ستافت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000103,akakus,مدخل تخرخوري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000104,akakus,ممر تلمسين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000105,akakus,المثلث الحدودي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000106,akakus,متخندوش,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000107,akakus,تفرع يفضي إلى الأكاكوس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000108,akakus,قرية تين أظاريف,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000109,akakus,مدخل حقل الفيل,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000110,akakus,مدينة غات القديمة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000111,akakus,موقع تين الشيخ,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000112,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000113,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000114,akakus,موقع فن صخري أويس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000115,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000116,akakus,مدينة بركت القديمة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000117,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000118,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000119,akakus,رسوم فن صخري - تاهوين,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000120,akakus,موقع فن صخري أويس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000121,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000122,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000123,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000124,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000125,akakus,موقع فن صخري تين الشيخ,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000126,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000127,akakus,قلعة كوكمنت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000128,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000129,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000130,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000131,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000132,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000133,akakus,موقع فن صخري وادي تيسبت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000134,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000135,akakus,موقع فن صخري,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000136,akakus,القلعة الايطالية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000137,akakus,القلعة الفرنسية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000138,akakus,جامع أغرم العتيق,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000139,akakus,حصن آغرم نظاريف,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000140,akakus,موقع جرمنتي - تين أفلا,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000141,akakus,مدافن جرمنتية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000142,akakus,مدافن أثرية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000143,akakus,مدافن حجرية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000144,akakus,مساك مللت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000145,akakus,البركت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000146,akakus,مخيم الفيوت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000147,akakus,فندق تاسيلي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000148,akakus,ايسين,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000149,akakus,مخيم آناي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000150,akakus,موقع مخيم ازيل سنة 2006,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000151,akakus,محطة تزود بالوقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000152,akakus,محطة تزود بالوقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000153,akakus,بحيرة اجراجر,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000154,akakus,المركز الصحي الفيوت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000155,akakus,الفيوت,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000156,akakus,غات,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000157,akakus,مخيم رفاق الصحراء,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000158,akakus,بيوت الشباب غات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000159,akakus,المدينة الرياضية - غات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000160,akakus,مصرف شمال افريقيا,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000161,akakus,فندق الواحة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000162,akakus,موقع مخيم متنقل,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000163,akakus,مكتب الخطوط الجوية الليبية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000164,akakus,مصرف التجاري الوطني,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000165,akakus,مطار غات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000166,akakus,محطة وقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000167,akakus,مشروع تهالة الزراعي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000168,akakus,مركز تهالة الصحي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000169,akakus,محطة تزود بالوقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000170,akakus,مخيم الفاو 2 - منتزه اين أزان,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000171,akakus,المدينة الرياضية - العوينات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000172,akakus,مخيم الفاو,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000173,akakus,مخيم صحراوي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000174,akakus,فندق المهاري - العوينات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000175,akakus,مكتب بريد العوينات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000176,akakus,العوينات,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000177,akakus,حديقة الشجرة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000178,akakus,مطار حقل الفيل,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000179,akakus,حقل الفيل,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000180,akakus,فندق أكاكوس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000181,akakus,مستشفى غات العام,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000182,akakus,مستشفى البركت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000183,akakus,مكتب بريد البركت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000184,akakus,محطة وقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000185,akakus,محطة وقود,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000186,akakus,قارة وادي اميسراجن,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000187,akakus,نقطة حدود بين ليبيا والجزائر,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000188,akakus,وان أفودا,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000189,akakus,كهف في وادي تانشالت,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000190,akakus,كهف وان موهجاج,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000191,akakus,كهف غات,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000192,akakus,(الأهرمات الحطية)مدافن جرمنتية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000193,akakus,نقش صخري,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-AKA-000194,akakus,كهف,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000195,akakus,كهف وان أفودا,0,0,0,0,0,0,0,0,0,no_verified_images
LY-AKA-000196,akakus,مقبرة جرمنتية أثرية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000001,old-tripoli,متحف السرايا الحمراء,54,0,0,0,0,0,54,54,0,blocked_by_rights
LY-TRI-000002,old-tripoli,قلعة السرايا الحمراء,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000003,old-tripoli,بحيرة السرايا الحمراء,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000004,old-tripoli,قوس ماركوس اوريليوس,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000005,old-tripoli,حصن القديس يعقوب (السرايا الحمراء),2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000006,old-tripoli,"برج ""القديس جورج""",2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000007,old-tripoli,برج الساعة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000008,old-tripoli,المكتبة الطرابلسية,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000009,old-tripoli,الكنيسة الأرتذوكسية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000010,old-tripoli,كنيسة السيدة مريم,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000011,old-tripoli,المعبد اليهودي,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000012,old-tripoli,مدرسة عثمان باشا الساقزلي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000013,old-tripoli,قوس الصرارعي,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000014,old-tripoli,حوش الصابون,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000015,old-tripoli,محطة سيارات أجرة بين المدن,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000016,old-tripoli,"مسرح ""البولتياما",2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000017,old-tripoli,دار البارود,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000018,old-tripoli,الحنفية (الشيشمة) العثمانية,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000019,old-tripoli,البيت الموريسكي(كازا موريسكي),2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000020,old-tripoli,البيت المزدهر كافي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000021,old-tripoli,ميدان السيدة مريم,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000022,old-tripoli,ميدان بنك روما,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000023,old-tripoli,الساحة ميدان الشهداء,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000024,old-tripoli,قصر درغوت,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000025,old-tripoli,بيت اسكندر للفنون,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000026,old-tripoli,دار عبدالله كريستا,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000027,old-tripoli,دار حسن الفقيه حسن للثقافة والفنون,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000028,old-tripoli,جهاز ادارة المدينة القديمة طرابلس,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000029,old-tripoli,Poseidon Art Gallery رواق بوسيدون للفنون,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000030,old-tripoli,دار الأمام على بن زياد الطرابلس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000031,old-tripoli,حوش محمود بي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000032,old-tripoli,نصب تذكاري الشهداء,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000033,old-tripoli,Fountain Of Horse Marine,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000034,old-tripoli,نافورة الميناء,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000035,old-tripoli,خزان مياه,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000036,old-tripoli,ميناء طرابلس,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000037,old-tripoli,زنقة الريح,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000038,old-tripoli,وسعاية مخزن الرخام,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000039,old-tripoli,كوشة الصفار,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000040,old-tripoli,زنقة البدوي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000041,old-tripoli,زنقة الفرنسيس,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000042,old-tripoli,شارع الأربع عرصات,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000043,old-tripoli,زنقة البقار,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000044,old-tripoli,زنقة القاجيجي,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000045,old-tripoli,زنقة الحرير,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000046,old-tripoli,طريق الخندق,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000047,old-tripoli,زنقة الزلمومية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000048,old-tripoli,زنقة البليبك,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000049,old-tripoli,زنقة الاسبان القنصلية الاسبانية,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000050,old-tripoli,الساحة الشهداء,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000051,old-tripoli,جامع سيدي سالم المشاط,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000052,old-tripoli,مسجد بنور,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000053,old-tripoli,مسجد بن سليمان,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000054,old-tripoli,مسجد عبد الوهاب القيسي,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000055,old-tripoli,مسجد الصقلاني,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000056,old-tripoli,جامع السنوسية,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000057,old-tripoli,مسجد بن صابر,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000058,old-tripoli,جامع بن طابون،المدينة القديمة ،طرابلس الغرب,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000059,old-tripoli,مسجد بن طبيب,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000060,old-tripoli,جامع بن لطيف زنقة الباز,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000061,old-tripoli,مسجد بورقيبة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000062,old-tripoli,جامع سيدي الحطاب,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000063,old-tripoli,مسجد الدباغ,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000064,old-tripoli,مسجد الهدار - المدينة القديمة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000065,old-tripoli,جامع قرجي,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000066,old-tripoli,جامع سيدي اعطية الفلاح,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000067,old-tripoli,جامع الخروبة,2,0,0,0,0,0,2,2,0,blocked_by_rights
