feature_id,layer_id,name_ar,name_en,city_ar,municipality_ar,heritage_status,unesco_component,geometry_type,publication_status,current_local_image_count,current_remote_image_count,current_primary_image,review_priority,notes
LY-TRI-000126,old-tripoli,فندق زميت الأثري,Zumit Archaeological Hotel,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000127,old-tripoli,فندق الزهر,AL Zahr Hotel,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000128,old-tripoli,فندق الخان,El Khan Hotel),طرابلس,,,,Point,,1,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000129,old-tripoli,فندق ميزران,Mizran Hotel,طرابلس,,,,Point,,4,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000130,old-tripoli,فندق مادي الحسان,Madi Al Hassan Hotel,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000131,old-tripoli,فندق الحبروش للنسيج اليدوي والالي,Al-Habroush Hand and Machine Weaving Hotel,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000132,old-tripoli,فندق القرقني,Gargni Hotel,طرابلس,,,,Point,,2,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000133,old-tripoli,فندق إستراحة طرابلس المدينة,(Rest Tripoli City Hotel),طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000134,old-tripoli,حمام درغوث الحمام الصغير,Hammam Turghut,طرابلس,,,,Point,,3,0,,P1,Tracked KML feature; IDs read from ExtendedData.
LY-TRI-000135,old-tripoli,حمام النساء_حمام الحلقة,Hammam Ennse,طرابلس,,,,Point,,0,0,,P1,Tracked KML feature; IDs read from ExtendedData.
