feature_id,layer_id,feature_name_ar,primary_image_id,master_image_id,source_relative_path,visual_match_status,technical_quality,rights_status,publication_permission,selection_score,selection_reason,decision_status,manual_review_completed,reviewer_name,review_date,notes
WH-LY-004-C0040,world-heritage,Kaf Ajnon كاف الجنون,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0041,world-heritage,وادي اغلاد,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0042,world-heritage,البئر الساخن,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0043,world-heritage,صخرة آضاد,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0044,world-heritage,تيرجيت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0045,world-heritage,جبل تجيجيت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0046,world-heritage,تيغجمين ان كيل تارات,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0047,world-heritage,البيت الاجتماعي آدرار,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-004-C0048,world-heritage,تين زلغـــــــــــــــان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0001,world-heritage,بحيرة عين الذبان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0002,world-heritage,المسجد العتيق,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0003,world-heritage,جبل الصحابة أو رأس الغولة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0004,world-heritage,عين الفرس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0005,world-heritage,برج مراقبة قديم,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0006,world-heritage,تمسمودسن,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0007,world-heritage,جامع يونس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0008,world-heritage,واحة تومس_غابات النخيل,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0009,world-heritage,مدرسة تيلوان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0010,world-heritage,مدينة غدامس القديمة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0011,world-heritage,متحف غدامس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0012,world-heritage,البيت التراثي- دان دون يونس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0013,world-heritage,مقهى توجدة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0014,world-heritage,القادوس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0015,world-heritage,مسجد السنوسية,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0016,world-heritage,عين تالة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0017,world-heritage,بيت الحبيب بن عز الدين للثقافة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0018,world-heritage,جامع عون الله,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0019,world-heritage,مسجد سيدي عمران,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0020,world-heritage,مقبرة سيدي البدري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0021,world-heritage,فندق باب الفتح,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0022,world-heritage,قرية تونين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0023,world-heritage,فندق بن يدر,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0024,world-heritage,مسجد الظهرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0025,world-heritage,الحوش الغدامسي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0026,world-heritage,فندق عين الفرس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0027,world-heritage,المقبرة الغربية,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-LY-005-C0028,world-heritage,مسجد حي السلام,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0001,world-heritage,مسرح لبدة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0002,world-heritage,Basilica of Severus,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0003,world-heritage,"Leptis Magna, Hunting Baths",,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0004,world-heritage,Curia,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0005,world-heritage,زايد السياحي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0006,world-heritage,"Leptis Magna, Temple to unknown divinity on the Decumanus",,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0007,world-heritage,Hercules Temple,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0008,world-heritage,Old Basilica,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0009,world-heritage,Arch of Septimius Severus,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0010,world-heritage,كافي الجرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0011,world-heritage,Arch of Marcus Aurelius,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0012,world-heritage,Roma & Augustus temple,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0013,world-heritage,Liber Pater temple,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0014,world-heritage,Old Forum Church,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0015,world-heritage,فندق التلال الوسيطة..,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0016,world-heritage,أثار جنوب قورينا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0017,world-heritage,وادي بومليو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0018,world-heritage,عين الحفرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0019,world-heritage,عقر بوالنعاس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0020,world-heritage,مخطط بومليحة السياحي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0021,world-heritage,هوا بوثن,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0022,world-heritage,مطل القلعة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0023,world-heritage,المناقير,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0024,world-heritage,كاف الخروبة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0025,world-heritage,كهف عبدالله بوخطاب,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0026,world-heritage,هواء هيتيني,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0027,world-heritage,النصب التذكاري لموسوليني,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0028,world-heritage,منتجع بقراوة للالعاب والسياحية,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0029,world-heritage,العويلية,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0030,world-heritage,وادي الحميرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0031,world-heritage,قصر بوغسال,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0032,world-heritage,متحف فسيفساء قصر ليبيا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0033,world-heritage,زاوية العرقوب,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0034,world-heritage,قصر المقدم,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0035,world-heritage,كهف العودة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0036,world-heritage,كهف الخزعلية,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0037,world-heritage,مسجد انس بن مالك - باندس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0038,world-heritage,وادي ابطين الغزال,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0039,world-heritage,كاف طماش,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0040,world-heritage,كاف مسته,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0041,world-heritage,شط الرملة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0042,world-heritage,قرية التلال السياحية الحمامة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0043,world-heritage,منتجع ومصيف الحمامة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0044,world-heritage,احواض السكميتو- القلعة الغارقة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0045,world-heritage,.برك نوطا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0046,world-heritage,كهف هوا فطيح.,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0047,world-heritage,استراحات(امواج ),,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0048,world-heritage,وادي المهبول,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0049,world-heritage,كهف الحمام,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0050,world-heritage,مطار الأبرق الدولي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0051,world-heritage,استراحة محمد بو عبدالعالي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0052,world-heritage,فندق نجوم غدامس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0053,world-heritage,فندق جوهرة الواحة غدامس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
WH-TEAM-0054,world-heritage,مسجد عقبة بن عمر,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000001,akakus,قوس أفزجار,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000002,akakus,قوس أفزجارن وقوس تنخليفة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000003,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000004,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000005,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000006,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000007,akakus,قوس أويص,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000008,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000009,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000010,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000011,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000012,akakus,قوس صخري 13,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000013,akakus,قوس تين لوبو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000014,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000015,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000016,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000017,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000018,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000019,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000020,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000021,akakus,قوس صخري وأن أفودا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000022,akakus,قوس صخري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000023,akakus,وادي ماتخيندوش,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000024,akakus,تيهيدن,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000025,akakus,وادي رحملالين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000026,akakus,وادي سيندار,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000027,akakus,وادي تانشالت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000028,akakus,وادي تين قويما,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000029,akakus,وادي أويس,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000030,akakus,وادي أفاغ,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000031,akakus,وادي تاشوينات,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000032,akakus,وادي آمها,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000033,akakus,وادي بوبو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000034,akakus,وادي أمها,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000035,akakus,وادي أفازاجار,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000036,akakus,وادي البركات,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000037,akakus,وادي أمركا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000038,akakus,وادي تلووات,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000039,akakus,وادي توجين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000040,akakus,وادي ايكومسين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000041,akakus,وادي تيتا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000042,akakus,وادي أورزاق,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000043,akakus,وادي تخرخوري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000044,akakus,وادي ابهوها,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000045,akakus,تين أوينين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000046,akakus,وادي سوقد,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000047,akakus,وادي تسبا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000048,akakus,وادي أنشال,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000049,akakus,تين لالان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000050,akakus,وادي ارلالان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000051,akakus,وادي تيهت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000052,akakus,وادي كيسان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000053,akakus,وادي أنجاكور,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000054,akakus,وان جارين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000055,akakus,وادي تين طرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000056,akakus,وادي قرقور,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000057,akakus,وادي غلاشم,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000058,akakus,وادي ايسين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000059,akakus,وادي ايضر,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000060,akakus,تين الكوم,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000061,akakus,وادي تاجنرؤوت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000062,akakus,وادي سلفوفيت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000063,akakus,وادي تكظالت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000064,akakus,جبل تين بب,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000065,akakus,تنسو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000066,akakus,جبل ايدينان - كاف الجنون,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000067,akakus,قارة تزول,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000068,akakus,رمال تيتغسين أو صحراء تهاريت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000069,akakus,أغرم نودان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000070,akakus,وادي ميغدت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000071,akakus,جبل مفتغت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000072,akakus,ميغدت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000073,akakus,وان تكوفي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000074,akakus,الغابة المتحجرة,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000075,akakus,مساك مللت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000076,akakus,طريق يفضي إلى برجوج,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000077,akakus,وادي لانجوسي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000078,akakus,وادي اشناتين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000079,akakus,وادي اميتالي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000080,akakus,تنسو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000081,akakus,بئر وادي الخير,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000082,akakus,بئر تللوات,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000083,akakus,بئر أباناكور,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000084,akakus,بئر امينينغ,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000085,akakus,قلتة تين تراريت,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000086,akakus,قلتة ايوانين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000087,akakus,بئر تلووا,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000088,akakus,بئر عليوين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000089,akakus,بئر تيلالان,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000090,akakus,بئر سلماجين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000091,akakus,بئر تيترزين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000092,akakus,قلتة تين اميتيلي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000093,akakus,قلتة بوبو,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000094,akakus,قلتة تيبستين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000095,akakus,قلتة انتريكي,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000096,akakus,الفوار الساخن,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000097,akakus,قلتة تيقلتري,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
LY-AKA-000098,akakus,وادي تيهرين,,,,cannot_determine,,unknown,requires_review,,No imported human decision with documented public rights.,no_approved_primary,false,,,
