feature_id,name_ar,facility_type,city_ar,candidate_images,current_images,master_candidates,high_quality_candidates,acceptable_candidates,ambiguous_candidates,rights_known,rights_unknown,primary_candidate,gallery_candidates,manual_review_required,coverage_status
LY-HOT-000389,فندق نور الثريا السياحى,hostel,,4,4,4,0,0,0,0,4,IMG-F19D53660A0C5316,4,true,strong_candidate_coverage
LY-HOT-000390,فندق أويا,hotel,,4,4,4,0,0,0,0,4,IMG-DD01B3202625761C,4,true,strong_candidate_coverage
LY-HOT-000391,فندق منتجع الطاووس,resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000392,اجنحة كراون للشقق الفندقية,apartment_hotel,,3,3,3,0,0,0,0,3,IMG-9B12B9937D7300CA,3,true,strong_candidate_coverage
LY-HOT-000393,الدلتا للشقق الفندقية 2,apartment_hotel,,3,3,3,0,0,0,0,3,IMG-FEB66814946A0C34,3,true,strong_candidate_coverage
LY-HOT-000394,الدلتا للشقق الفندقية 1,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-646D87B3751258C3,4,true,strong_candidate_coverage
LY-HOT-000395,الشاطي الذهبي,hotel,,4,4,4,0,0,0,0,4,IMG-3F3998976A1F9DD4,4,true,strong_candidate_coverage
LY-HOT-000396,العنوان للشقق الفندقيه,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-4A9145DFE8B3BDD1,4,true,strong_candidate_coverage
LY-HOT-000397,تحت الصيانة الفندق الكبير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000398,القبس لشقق الفندقيه,apartment_hotel,,3,3,2,0,0,0,0,3,IMG-8463F4C0B4C523C4,3,true,strong_candidate_coverage
LY-HOT-000399,الماسة للأجنحة الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-A3238C4AC13F9C7F,4,true,strong_candidate_coverage
LY-HOT-000400,المجرة للشقق الفندقية,apartment_hotel,,3,3,3,0,0,0,0,3,IMG-9067216E5A3805E8,3,true,strong_candidate_coverage
LY-HOT-000401,المكان للشقق الفندقية,apartment_hotel,,4,4,3,0,0,0,0,4,IMG-071FE7CDBF486A2C,4,true,strong_candidate_coverage
LY-HOT-000402,اوكا لشقق الفندقيه vib,apartment_hotel,,5,5,5,0,0,0,0,5,IMG-62556205882AEEA0,5,true,strong_candidate_coverage
LY-HOT-000403,إقامة إيفا للشق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000404,إقامة قورينا الفاخرة,apartment_hotel,,5,5,5,0,0,0,0,5,IMG-1CE1F1A994793506,5,true,strong_candidate_coverage
LY-HOT-000405,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-04F9E0CDB205B35F,4,true,strong_candidate_coverage
LY-HOT-000406,بيت النوران للشقق الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-62C4E7036D00D879,4,true,strong_candidate_coverage
LY-HOT-000407,بيوت العاصمة للشقق الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-D9EDED0098CA6015,4,true,strong_candidate_coverage
LY-HOT-000408,جواهر العاصمة للشقق الفندقية,hostel,,5,5,5,0,0,0,0,5,IMG-1841627598673B86,5,true,strong_candidate_coverage
LY-HOT-000409,جولايا للشقق الفندقية,apartment_hotel,,5,5,5,0,0,0,0,5,IMG-DE13875E15FF98C7,5,true,strong_candidate_coverage
LY-HOT-000410,جوهرة السلام للشقق الفندقية,apartment_hotel,,5,5,5,0,0,0,0,5,IMG-B72D016B90536F00,5,true,strong_candidate_coverage
LY-HOT-000411,حدائق المشتل للشقق الفندقية,apartment_hotel,,5,5,4,0,0,0,0,5,IMG-176798488A35C25B,5,true,strong_candidate_coverage
LY-HOT-000412,دار الضيافة 2 للشقق الفندقية,apartment_hotel,,5,5,4,0,0,0,0,5,IMG-8C23E869CDE883F2,5,true,strong_candidate_coverage
LY-HOT-000413,شركة العميد لايجار الشقق الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-FD41C8ED19ACA6CA,4,true,strong_candidate_coverage
LY-HOT-000414,شقق البرنس,apartment_hotel,,3,3,3,0,0,0,0,3,IMG-3859DF30E43751C6,3,true,strong_candidate_coverage
LY-HOT-000415,شقق الرواد المفروشة,apartment_hotel,,3,3,3,0,0,0,0,3,IMG-7053C4C6903C739C,3,true,strong_candidate_coverage
LY-HOT-000416,شقق فيلا ليبيا الفندقية,apartment_hotel,,4,4,4,0,0,0,0,4,IMG-7A112E81106A3622,4,true,strong_candidate_coverage
LY-HOT-000417,فندق اكاكوس,hostel,,3,3,2,0,0,0,0,3,IMG-71F0147F76EA876C,3,true,strong_candidate_coverage
LY-HOT-000418,فندق الاخوة,hostel,,3,3,3,0,0,0,0,3,IMG-0369D2CCBFEBB36D,3,true,strong_candidate_coverage
LY-HOT-000419,فندق الاصالة,hostel,,3,3,3,0,0,0,0,3,IMG-DC8036C639747547,3,true,strong_candidate_coverage
LY-HOT-000420,فندق الاندلس,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000421,فندق البتراء,hostel,,4,4,3,0,0,0,0,4,IMG-D5C7DDCCE12EA1FE,4,true,strong_candidate_coverage
LY-HOT-000422,فندق البشير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000423,فندق البيت الراقي للشقق الفندقية,apartment_hotel,,1,1,1,0,0,0,0,1,IMG-CEB56CEBA46AE29E,1,true,strong_candidate_coverage
LY-HOT-000424,فندق التاج,hotel,,4,4,4,2,1,0,0,4,IMG-46821D9B585FFE64,4,true,strong_candidate_coverage
LY-HOT-000425,فندق التوفيق بلازا,hostel,,4,4,3,2,1,0,0,4,IMG-622D25A255534D5F,4,true,strong_candidate_coverage
LY-HOT-000426,فندق الجبل الأخضر,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000427,فندق الجرات,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000428,فندق الخان الطرابلسي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000429,فندق الخليج,hostel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000430,فندق الخيام العربية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000431,فندق الدالي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000432,فندق الدبلوماسي,hotel,,2,2,2,0,1,0,0,2,IMG-1B3C9820F53BEE88,2,true,strong_candidate_coverage
LY-HOT-000433,فندق الدوحة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000434,فندق الديار,hotel,,3,3,3,0,3,0,0,3,IMG-9D2B03FE06D8CF71,3,true,strong_candidate_coverage
LY-HOT-000435,فندق الديوان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000436,فندق الديوان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000439,فندق الرحاب,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000440,فندق الرحاب 1,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000441,فندق الرحاب 2,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000442,فندق الرفيع,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000443,فندق الرواد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000444,فندق الريان,hotel,,3,3,3,1,2,0,0,3,IMG-4CAA6944989EC466,3,true,strong_candidate_coverage
LY-HOT-000445,فندق الزيتونة,hostel,,4,4,4,0,2,0,0,4,IMG-C2390CB8BDA7A88F,4,true,strong_candidate_coverage
LY-HOT-000446,فندق السرايا,hotel,,4,4,4,1,3,0,0,4,IMG-5F0B87CC56980023,4,true,strong_candidate_coverage
LY-HOT-000447,فندق السرايا السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000448,فندق السفير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000449,فندق السفينة الزرقاء,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000450,فندق السلاسل الذهبية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000451,فندق السلطان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000452,فندق السلطان داون تاون,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000453,فندق السندباد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000454,فندق الشاطئ الذهبي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000455,فندق الشجرة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000456,فندق الشمس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000457,فندق الصافي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000458,فندق الصفوة للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000459,فندق الصولجان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000460,فندق الضيافة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000461,فندق الطريق,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000462,فندق العاصمة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000463,فندق الفتح,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000464,فندق الفردوس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000465,فندق الفصول الأربعة ( 1 ),hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000466,فندق الفصول الأربعة ( 2 ),hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000467,فندق الفصول الأربعة ( 3 ),hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000468,فندق القلعة السياحي للشقق المفروشة,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000469,فندق القنصل,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000470,فندق القوس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000471,فندق الكندي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000472,فندق الكنوز الدهبية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000473,فندق اللؤلؤة,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000474,فندق الليلك,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000475,فندق المأمون,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000476,فندق المبروك,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000477,فندق المتوسط,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000478,فندق المتوسط,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000481,فندق المختار,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000482,فندق المشكاة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000483,فندق المنامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000484,فندق المهاري رادسون بلو,resort,,2,2,2,0,1,0,0,2,IMG-5907F4EB5DA0B991,2,true,strong_candidate_coverage
LY-HOT-000485,فندق النخلة السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000486,فندق النهر,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000487,فندق النورس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000488,فندق الهاني,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000489,فندق الهناء,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000490,فندق الواحات,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000491,فندق الوادي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000492,فندق الودان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000493,فندق الياسمينة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000494,فندق الياقوتة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000495,فندق اليقين,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000496,فندق اوال,hotel,,3,3,3,0,0,0,0,3,IMG-D2C42BD4A4895D81,3,true,strong_candidate_coverage
LY-HOT-000497,فندق أجنحة الوليد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000498,فندق أسامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000499,فندق أسامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000500,فندق أسامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000501,فندق أسامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000502,فندق باب البحر,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000503,فندق باب طرابلس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000504,فندق برج المدينة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000505,فندق برج كورنثيا باب أفريقيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000506,فندق بلازما,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000507,فندق بلخير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000508,فندق بلخير السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000509,فندق بيت الامان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000510,فندق بيت الشرق,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000511,فندق بيت الضيافة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000512,فندق بيروت,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000513,فندق تاج دبي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000514,فندق توباكتس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000515,فندق جاكرتا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000516,فندق جي دبليو ماروت,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000517,فندق دار طرابلس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000518,فندق ديكنة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000519,فندق ذا ريسدنس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000520,فندق رويال جاردنس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000521,فندق ريزيدينس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000522,فندق زميت الأثري,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000523,فندق زهرة الخليج,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000524,فندق سارة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000525,فندق سبراتا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000526,فندق سفارى,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000527,فندق سما و بلقيس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000528,فندق سما وبلقيس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000529,فندق صحراء ليبيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000530,فندق ضيافة ونيس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000531,فندق طرابلس الدولى,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000532,فندق طليطلة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000533,فندق طيبة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000534,فندق عمير,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000535,فندق غصن الذهب,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000536,فندق فكتوريا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000537,فندق الاندلس /فندق فوربوينتس شيرتون,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000538,فندق قرطاج,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000539,فندق قصر الظهرة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000540,فندق قصر الياقوت,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000541,فندق قصر ليبيا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000542,فندق قلعة صفيت,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000543,فندق هارون,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000544,فندق قورينا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000545,فندق كريستال,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000546,فندق كليوباترا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000547,فندق كيان,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000548,فندق كيفالاي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000549,فندق كيلو بترا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000550,فندق ليبوس,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000551,فندق ليبيا السياحي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000552,فندق ماريقولد,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000553,فندق مجد الضيافة,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000554,فندق مرحبا,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000555,فندق ناريـز ( NARIZ HOTEL),hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000556,فندق نزهة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000557,فندق نيو ستي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000558,فندق هايتي,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000559,قرية تاجوراء السياحية,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000560,قصر العائلة للشقق الفندقية الفرع الثاني,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000561,لبدة إفريقيا للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000562,لمسة للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000563,مساكن القدس للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000564,مساكن القدس للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000567,منازل الشط للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000568,والي للشقق الفندقية,apartment_hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),hotel,,4,4,3,0,0,0,0,4,IMG-C73E517BCA650C42,4,true,strong_candidate_coverage
LY-HOT-000571,فندق اليمامة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-HOT-000572,فندق الصفوة,hotel,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00001,قرية إدوس السياحية,beach_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-TRI-00001,قرية مرمرة السياحية,tourist_resort,طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00002,قرية فيرونا السياحية,tourist_village,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00003,قرية البرتقالة,tourist_village,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00004,قرية شط النخيل زوارة,accommodation_resort_other,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00005,قرية أوليڤيا السياحية - زوارة,tourist_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00006,منتجع تايتانيك,tourist_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00007,إقامة تولين السياحية,tourist_village,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00008,VILLA HAYA,tourist_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00009,منتجع زين السياحي,accommodation_resort_other,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00010,قرية تيبودا السياحيه,tourist_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-ZUW-00011,منتجع سيتي بارك زوارة,tourist_resort,زوارة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-SAB-00001,قرية جوهرة صبراتة السياحية,tourist_village,صبراتة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-SAB-00002,قرية المغرب العربي صبراتة,tourist_village,صبراتة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-SAB-00003,مركب تليل السياحي_صبراتة,tourist_village,صبراتة,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00001,القرية السياحية جنزور,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-TRI-00002,قرية بالم سيتي/قرية النخيل السياحية طرابلس,tourist_village,طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-TRI-00003,القرية السياحية الريقاتة,tourist_village,طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-TRI-00004,مركب شيراتون - النقاط الأربعة,tourist_complex,طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00002,القرية السياحية تاجوراء,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00003,منتجع سمرلاند المائي,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00001,مصيف قرية مارينا السياحية,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00002,قرية قصر سيلين العائلية,family_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00003,قرية حدائق غنيمة,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00004,إستراحة شط غنيمة,accommodation_resort_other,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-TRI-00005,قرية المتوسط العائلية,family_resort,طرابلس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00005,قرية قوس غنيمة السياحية,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00006,قرية لؤلؤة غنيمة العائلية,family_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00007,قرية شمس البحر,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00008,قرية الشاطيء الذهبي,tourist_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00009,منتجع سي شيلز,tourist_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00010,منتجع حوض البحر Seapool Resort,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00011,قرية الخمس السياحية,accommodation_resort_other,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00012,قريه غنيمه العائليه,family_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00013,قرية اكوا مارين السياحية,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00014,قرية جنيف العائلية غنيمة,family_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00015,منتجع شاطئ غنيمة,tourist_village,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-KHO-00016,شاليهات بن حمودة العائلي,family_resort,الخمس,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00004,منتجع كريستال السياحي,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00005,منتجع رويال السياحي,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00006,القويعة,beach_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00007,منتجع فيلا دريم هاوس,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00008,منتجع شط مريم,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00009,استراحة الجود القويعه,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00010,منتجع اتش تي السياحي,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00011,منتجع اتش تي 3,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00012,منتجع شاليهات للاجار,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00013,قرية العطايا العائلية,family_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00014,منتجع برستيج,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00015,قرية القويعة السياحية,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00016,شاليهات بن بية,tourist_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00017,قرية ميار البحر العائليه,family_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00018,قرية أغيث السياحية,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00019,قرية الخلة السياحية العائلية,family_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00020,مجمع جواهر لاند,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00021,منتجع دار البحر,tourist_village,,0,0,0,0,0,0,0,0,,0,false,no_images
LY-ACC-RES-NAT-00022,منتجع وادي بالنور,family_resort,,0,0,0,0,0,0,0,0,,0,false,no_images
