link_id,feature_id,layer_id,feature_name_ar,facility_type,image_id,source_relative_path,current_role,file_exists,image_readable,technical_quality,master_image_id,duplicate_group_id,match_basis,visual_review_status,rights_status,recommended_action,manual_review_required,notes
B2-LINK-00626,LY-HOT-000379,hotels,دار السلام للشقق الفندقية,hotel,IMG-65EB7AC18CE64A22,assets/images/hotels/hotels-LY-HOTELS-00379-01.webp,gallery,true,true,thumbnail_only,IMG-5E477A1F8A6E89A1,DUP-00197,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00627,LY-HOT-000379,hotels,دار السلام للشقق الفندقية,hotel,IMG-1D7B7312A1F19B84,assets/images/hotels/hotels-LY-HOTELS-00379-02.webp,gallery,true,true,thumbnail_only,IMG-B47B5EE9D890D17F,DUP-00397,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00628,LY-HOT-000379,hotels,دار السلام للشقق الفندقية,hotel,IMG-9F672BE6CC4BD603,assets/images/hotels/hotels-LY-HOTELS-00379-03.webp,gallery,true,true,thumbnail_only,IMG-23DDDA140449478A,DUP-01074,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00629,LY-HOT-000379,hotels,دار السلام للشقق الفندقية,hotel,IMG-FA23047A0D110308,assets/images/hotels/hotels-LY-HOTELS-00379-04.webp,gallery,true,true,thumbnail_only,IMG-B5CE7A7C8904E839,DUP-00126,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00630,LY-HOT-000380,hotels,فندق نيو سيتي,hotel,IMG-E9E5D5D57BE0E74A,assets/images/hotels/hotels-LY-HOTELS-00380-01.webp,gallery,true,true,thumbnail_only,IMG-85C063D8E242F238,DUP-00827,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00631,LY-HOT-000380,hotels,فندق نيو سيتي,hotel,IMG-BCE93E6E0C6503D7,assets/images/hotels/hotels-LY-HOTELS-00380-02.webp,gallery,true,true,thumbnail_only,IMG-D01009156C00CAC9,DUP-00916,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00632,LY-HOT-000380,hotels,فندق نيو سيتي,hotel,IMG-1D1D952B1952637D,assets/images/hotels/hotels-LY-HOTELS-00380-03.webp,gallery,true,true,thumbnail_only,IMG-41905740C2094CB8,DUP-00968,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00633,LY-HOT-000384,hotels,فندق جولف,hotel,IMG-666F1656E7D3A85E,assets/images/hotels/hotels-LY-HOTELS-00384-01.webp,gallery,true,true,thumbnail_only,IMG-16B5AE44B2B3A4BB,DUP-01189,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00634,LY-HOT-000384,hotels,فندق جولف,hotel,IMG-045ED2A29F025401,assets/images/hotels/hotels-LY-HOTELS-00384-02.webp,gallery,true,true,thumbnail_only,IMG-01133BB704D5AB5F,DUP-01286,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00635,LY-HOT-000384,hotels,فندق جولف,hotel,IMG-5378D569B2869AD8,assets/images/hotels/hotels-LY-HOTELS-00384-03.webp,gallery,true,true,thumbnail_only,IMG-AAA887CDCDBAEB72,DUP-00663,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00636,LY-HOT-000384,hotels,فندق جولف,hotel,IMG-50BD94CC7D9A2805,assets/images/hotels/hotels-LY-HOTELS-00384-04.webp,gallery,true,true,thumbnail_only,IMG-03AAE90324E2C728,DUP-01245,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00637,LY-HOT-000385,hotels,فندق زهرة الشمس,hotel,IMG-D7133115A485D29B,assets/images/hotels/hotels-LY-HOTELS-00385-01.webp,gallery,true,true,thumbnail_only,IMG-200BAB60F0A18FCA,DUP-00119,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00638,LY-HOT-000385,hotels,فندق زهرة الشمس,hotel,IMG-00BAACA1DFDE3D00,assets/images/hotels/hotels-LY-HOTELS-00385-02.webp,gallery,true,true,thumbnail_only,IMG-9B8F6932EF47F6EB,DUP-00720,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00639,LY-HOT-000386,hotels,فندق سنترو,hotel,IMG-BB1EDEC4DA9BCC9F,assets/images/hotels/hotels-LY-HOTELS-00386-01.webp,gallery,true,true,thumbnail_only,IMG-D8F8879D56CD066C,DUP-01145,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00640,LY-HOT-000386,hotels,فندق سنترو,hotel,IMG-9797509CCEAA54E1,assets/images/hotels/hotels-LY-HOTELS-00386-03.webp,gallery,true,true,thumbnail_only,IMG-8C8E4A209413028E,DUP-00318,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00641,LY-HOT-000388,hotels,فندق كيان 2,hostel,IMG-A1754166EF9651FE,assets/images/hotels/hotels-LY-HOTELS-00388-01.webp,gallery,true,true,thumbnail_only,IMG-B3423DCCF6AED163,DUP-01257,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00642,LY-HOT-000388,hotels,فندق كيان 2,hostel,IMG-F1AA7DDEAF4A747A,assets/images/hotels/hotels-LY-HOTELS-00388-02.webp,gallery,true,true,thumbnail_only,IMG-6E019BF08547698B,DUP-00772,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00643,LY-HOT-000388,hotels,فندق كيان 2,hostel,IMG-5EA48FFFBC5F2D08,assets/images/hotels/hotels-LY-HOTELS-00388-03.webp,gallery,true,true,thumbnail_only,IMG-FF7E014E0E3A65CC,DUP-01304,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00644,LY-HOT-000389,hotels,فندق نور الثريا السياحى,hostel,IMG-F19D53660A0C5316,assets/images/hotels/hotels-LY-HOTELS-00389-01.webp,gallery,true,true,thumbnail_only,IMG-2A4B90E2E75CC0CA,DUP-00419,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00645,LY-HOT-000389,hotels,فندق نور الثريا السياحى,hostel,IMG-66C2B82A61F9DC7F,assets/images/hotels/hotels-LY-HOTELS-00389-02.webp,gallery,true,true,thumbnail_only,IMG-0580CAF3753268D6,DUP-00539,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00646,LY-HOT-000389,hotels,فندق نور الثريا السياحى,hostel,IMG-07E30D78A45CA2FB,assets/images/hotels/hotels-LY-HOTELS-00389-03.webp,gallery,true,true,thumbnail_only,IMG-0A5D87A38ED94184,DUP-00231,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00647,LY-HOT-000389,hotels,فندق نور الثريا السياحى,hostel,IMG-E03A4ECF00486282,assets/images/hotels/hotels-LY-HOTELS-00389-04.webp,gallery,true,true,thumbnail_only,IMG-955A4C42DBBF323B,DUP-01218,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00648,LY-HOT-000390,hotels,فندق أويا,hotel,IMG-DD01B3202625761C,assets/images/hotels/hotels-LY-HOTELS-00390-01.webp,gallery,true,true,thumbnail_only,IMG-9D034CE7E72965BE,DUP-01063,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00649,LY-HOT-000390,hotels,فندق أويا,hotel,IMG-58439AE6EC5428E4,assets/images/hotels/hotels-LY-HOTELS-00390-02.webp,gallery,true,true,thumbnail_only,IMG-6B38F797C6A0F24F,DUP-01161,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00650,LY-HOT-000390,hotels,فندق أويا,hotel,IMG-9F2EA37431489C5D,assets/images/hotels/hotels-LY-HOTELS-00390-03.webp,gallery,true,true,thumbnail_only,IMG-55442FC3A467E699,DUP-01414,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00651,LY-HOT-000390,hotels,فندق أويا,hotel,IMG-FD1EBF4F5181ADB7,assets/images/hotels/hotels-LY-HOTELS-00390-04.webp,gallery,true,true,thumbnail_only,IMG-4186F21A38BD64E9,DUP-01019,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00652,LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,apartment_hotel,IMG-9B12B9937D7300CA,assets/images/hotels/hotels-LY-HOTELS-00392-01.webp,gallery,true,true,thumbnail_only,IMG-D40BFD5F1791242A,DUP-00983,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00653,LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,apartment_hotel,IMG-1D29463E7CB586EC,assets/images/hotels/hotels-LY-HOTELS-00392-02.webp,gallery,true,true,thumbnail_only,IMG-22F3C1D83CCD3FA7,DUP-00263,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00654,LY-HOT-000392,hotels,اجنحة كراون للشقق الفندقية,apartment_hotel,IMG-F42D05455D6BE674,assets/images/hotels/hotels-LY-HOTELS-00392-03.webp,gallery,true,true,thumbnail_only,IMG-8AA484748CEDECF1,DUP-01318,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00655,LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,apartment_hotel,IMG-FEB66814946A0C34,assets/images/hotels/hotels-LY-HOTELS-00393-01.webp,gallery,true,true,thumbnail_only,IMG-A54E8C552428C2A1,DUP-00421,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00656,LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,apartment_hotel,IMG-A6898003D65A1911,assets/images/hotels/hotels-LY-HOTELS-00393-02.webp,gallery,true,true,thumbnail_only,IMG-CE442406E148FFE0,DUP-00457,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00657,LY-HOT-000393,hotels,الدلتا للشقق الفندقية 2,apartment_hotel,IMG-22B7F0F6276A9ACA,assets/images/hotels/hotels-LY-HOTELS-00393-03.webp,gallery,true,true,thumbnail_only,IMG-15BB542462E6B94C,DUP-00393,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00658,LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,apartment_hotel,IMG-646D87B3751258C3,assets/images/hotels/hotels-LY-HOTELS-00394-01.webp,gallery,true,true,thumbnail_only,IMG-5CF299F9826456A1,DUP-00356,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00659,LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,apartment_hotel,IMG-9E485B8AB9CC544E,assets/images/hotels/hotels-LY-HOTELS-00394-02.webp,gallery,true,true,thumbnail_only,IMG-81A9CFBCF58F0311,DUP-01372,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00660,LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,apartment_hotel,IMG-2A69A3609BC9900D,assets/images/hotels/hotels-LY-HOTELS-00394-03.webp,gallery,true,true,thumbnail_only,IMG-FCDB6E78DF058D23,DUP-00996,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00661,LY-HOT-000394,hotels,الدلتا للشقق الفندقية 1,apartment_hotel,IMG-1E99AB2946C25482,assets/images/hotels/hotels-LY-HOTELS-00394-04.webp,gallery,true,true,thumbnail_only,IMG-C030DD39A7F68141,DUP-01417,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00662,LY-HOT-000395,hotels,الشاطي الذهبي,hotel,IMG-3F3998976A1F9DD4,assets/images/hotels/hotels-LY-HOTELS-00395-01.webp,gallery,true,true,thumbnail_only,IMG-7914DB8D81DF2433,DUP-01164,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00663,LY-HOT-000395,hotels,الشاطي الذهبي,hotel,IMG-815DF68B383ECDAB,assets/images/hotels/hotels-LY-HOTELS-00395-02.webp,gallery,true,true,thumbnail_only,IMG-D0D137408723C19A,DUP-00361,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00664,LY-HOT-000395,hotels,الشاطي الذهبي,hotel,IMG-82656A7CC87C9212,assets/images/hotels/hotels-LY-HOTELS-00395-03.webp,gallery,true,true,thumbnail_only,IMG-2C3B093BBB73C3BF,DUP-00444,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00665,LY-HOT-000395,hotels,الشاطي الذهبي,hotel,IMG-3E1A497CF23BF7B4,assets/images/hotels/hotels-LY-HOTELS-00395-04.webp,gallery,true,true,thumbnail_only,IMG-A130B0BF0027C53C,DUP-00274,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00666,LY-HOT-000396,hotels,العنوان للشقق الفندقيه,apartment_hotel,IMG-4A9145DFE8B3BDD1,assets/images/hotels/hotels-LY-HOTELS-00396-01.webp,gallery,true,true,thumbnail_only,IMG-30D22D96D4FCFF21,DUP-01236,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00667,LY-HOT-000396,hotels,العنوان للشقق الفندقيه,apartment_hotel,IMG-B268F1F8A7A6B02C,assets/images/hotels/hotels-LY-HOTELS-00396-02.webp,gallery,true,true,thumbnail_only,IMG-32CBF07FD637CA20,DUP-01388,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00668,LY-HOT-000396,hotels,العنوان للشقق الفندقيه,apartment_hotel,IMG-37C1E8FBF8629148,assets/images/hotels/hotels-LY-HOTELS-00396-03.webp,gallery,true,true,thumbnail_only,IMG-BB4CD5C5A076E026,DUP-01004,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00669,LY-HOT-000396,hotels,العنوان للشقق الفندقيه,apartment_hotel,IMG-FAD58FE39EF910F7,assets/images/hotels/hotels-LY-HOTELS-00396-04.webp,gallery,true,true,thumbnail_only,IMG-0B85ACDCC40606A4,DUP-00845,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00670,LY-HOT-000398,hotels,القبس لشقق الفندقيه,apartment_hotel,IMG-8463F4C0B4C523C4,assets/images/hotels/hotels-LY-HOTELS-00398-01.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00671,LY-HOT-000398,hotels,القبس لشقق الفندقيه,apartment_hotel,IMG-E84088230121760F,assets/images/hotels/hotels-LY-HOTELS-00398-02.webp,gallery,true,true,thumbnail_only,IMG-0430CB1381316FB0,DUP-01018,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00672,LY-HOT-000398,hotels,القبس لشقق الفندقيه,apartment_hotel,IMG-07E1EDADEA92A466,assets/images/hotels/hotels-LY-HOTELS-00398-03.webp,gallery,true,true,thumbnail_only,IMG-930FFF341E7A94F1,DUP-00137,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00673,LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,apartment_hotel,IMG-A3238C4AC13F9C7F,assets/images/hotels/hotels-LY-HOTELS-00399-01.webp,gallery,true,true,thumbnail_only,IMG-B108DCDC5B17A513,DUP-00904,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00674,LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,apartment_hotel,IMG-9067216E5A3805E8,assets/images/hotels/hotels-LY-HOTELS-00399-02.webp,gallery,true,true,thumbnail_only,IMG-28E682522CDA25C9,DUP-00749,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00675,LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,apartment_hotel,IMG-9E50BE664058B380,assets/images/hotels/hotels-LY-HOTELS-00399-03.webp,gallery,true,true,thumbnail_only,IMG-26C93DF81A487055,DUP-01153,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00676,LY-HOT-000399,hotels,الماسة للأجنحة الفندقية,apartment_hotel,IMG-C3173B5D0FED640E,assets/images/hotels/hotels-LY-HOTELS-00399-04.webp,gallery,true,true,thumbnail_only,IMG-DDDFEAF1619C65CE,DUP-00102,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00677,LY-HOT-000400,hotels,المجرة للشقق الفندقية,apartment_hotel,IMG-9067216E5A3805E8,assets/images/hotels/hotels-LY-HOTELS-00399-02.webp,gallery,true,true,thumbnail_only,IMG-28E682522CDA25C9,DUP-00749,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00678,LY-HOT-000400,hotels,المجرة للشقق الفندقية,apartment_hotel,IMG-C3173B5D0FED640E,assets/images/hotels/hotels-LY-HOTELS-00399-04.webp,gallery,true,true,thumbnail_only,IMG-DDDFEAF1619C65CE,DUP-00102,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00679,LY-HOT-000400,hotels,المجرة للشقق الفندقية,apartment_hotel,IMG-A3238C4AC13F9C7F,assets/images/hotels/hotels-LY-HOTELS-00399-01.webp,gallery,true,true,thumbnail_only,IMG-B108DCDC5B17A513,DUP-00904,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00680,LY-HOT-000401,hotels,المكان للشقق الفندقية,apartment_hotel,IMG-071FE7CDBF486A2C,assets/images/hotels/hotels-LY-HOTELS-00401-01.webp,gallery,true,true,thumbnail_only,IMG-AB80F3A7AC9DB921,DUP-00303,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00681,LY-HOT-000401,hotels,المكان للشقق الفندقية,apartment_hotel,IMG-E63AF4E602C79964,assets/images/hotels/hotels-LY-HOTELS-00401-02.webp,gallery,true,true,thumbnail_only,,,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00682,LY-HOT-000401,hotels,المكان للشقق الفندقية,apartment_hotel,IMG-A7776832909E26AD,assets/images/hotels/hotels-LY-HOTELS-00401-03.webp,gallery,true,true,thumbnail_only,IMG-D69AA2DB637BA00F,DUP-01230,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00683,LY-HOT-000401,hotels,المكان للشقق الفندقية,apartment_hotel,IMG-AD6603F096DEBD80,assets/images/hotels/hotels-LY-HOTELS-00401-04.webp,gallery,true,true,thumbnail_only,IMG-1D9791D3C3D7D4C2,DUP-01150,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00684,LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-62556205882AEEA0,assets/images/hotels/hotels-LY-HOTELS-00402-01.webp,gallery,true,true,thumbnail_only,IMG-0C9EAEDEE2B58063,DUP-01225,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00685,LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-1F4FC4AA240313ED,assets/images/hotels/hotels-LY-HOTELS-00402-02.webp,gallery,true,true,thumbnail_only,IMG-72544CF5051936D7,DUP-00143,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00686,LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-ED1CF26FF84C508A,assets/images/hotels/hotels-LY-HOTELS-00402-03.webp,gallery,true,true,thumbnail_only,IMG-4B4C871A9A12BD4B,DUP-00991,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00687,LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-86079A5B518F8462,assets/images/hotels/hotels-LY-HOTELS-00402-04.webp,gallery,true,true,thumbnail_only,IMG-4F0E823434374DDB,DUP-00921,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00688,LY-HOT-000402,hotels,اوكا لشقق الفندقيه vib,apartment_hotel,IMG-593FB8722FF8E1CB,assets/images/hotels/hotels-LY-HOTELS-00402-05.webp,gallery,true,true,thumbnail_only,IMG-98B797BA2593CCF5,DUP-01391,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00689,LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-1CE1F1A994793506,assets/images/hotels/hotels-LY-HOTELS-00404-01.webp,gallery,true,true,thumbnail_only,IMG-04126E6080B045F0,DUP-00436,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00690,LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-E90C80B2D7058D3E,assets/images/hotels/hotels-LY-HOTELS-00404-02.webp,gallery,true,true,thumbnail_only,IMG-5CBA4CAA5CB01D24,DUP-01427,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00691,LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-3DA71F71BAF298A3,assets/images/hotels/hotels-LY-HOTELS-00404-03.webp,gallery,true,true,thumbnail_only,IMG-8F7F05C513B2E6D3,DUP-00164,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00692,LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-AB10380EBD4640A2,assets/images/hotels/hotels-LY-HOTELS-00404-04.webp,gallery,true,true,thumbnail_only,IMG-E1FDFF1CEF39355F,DUP-00528,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00693,LY-HOT-000404,hotels,إقامة قورينا الفاخرة,apartment_hotel,IMG-1AA744C71EA8A80D,assets/images/hotels/hotels-LY-HOTELS-00404-05.webp,gallery,true,true,thumbnail_only,IMG-04126E6080B045F0,DUP-00436,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00694,LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,IMG-04F9E0CDB205B35F,assets/images/hotels/hotels-LY-HOTELS-00405-01.webp,gallery,true,true,thumbnail_only,IMG-5D78329B687890B1,DUP-01052,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00695,LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,IMG-38DF75C87F7BB9A3,assets/images/hotels/hotels-LY-HOTELS-00405-02.webp,gallery,true,true,thumbnail_only,IMG-AD77B0A7854855F6,DUP-00417,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00696,LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,IMG-94404E2F13BF92D9,assets/images/hotels/hotels-LY-HOTELS-00405-03.webp,gallery,true,true,thumbnail_only,IMG-3CC154A342F275D8,DUP-00832,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00697,LY-HOT-000405,hotels,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,IMG-545283715B19BDF7,assets/images/hotels/hotels-LY-HOTELS-00405-05.webp,gallery,true,true,thumbnail_only,IMG-7E0A6A7FFDCDE2AF,DUP-00773,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00698,LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,apartment_hotel,IMG-62C4E7036D00D879,assets/images/hotels/hotels-LY-HOTELS-00406-01.webp,gallery,true,true,thumbnail_only,IMG-FC46269845F8CE10,DUP-00086,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00699,LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,apartment_hotel,IMG-4F1333857D48E3FD,assets/images/hotels/hotels-LY-HOTELS-00406-02.webp,gallery,true,true,thumbnail_only,IMG-7AA5D58A80326E84,DUP-01132,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00700,LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,apartment_hotel,IMG-E8F92391C0AF8E19,assets/images/hotels/hotels-LY-HOTELS-00406-03.webp,gallery,true,true,thumbnail_only,IMG-513AC0E9E0E6CE34,DUP-01112,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00701,LY-HOT-000406,hotels,بيت النوران للشقق الفندقية,apartment_hotel,IMG-754277E560BEFC6F,assets/images/hotels/hotels-LY-HOTELS-00406-04.webp,gallery,true,true,thumbnail_only,IMG-FAD3E773B74E1EBB,DUP-00977,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00702,LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,apartment_hotel,IMG-D9EDED0098CA6015,assets/images/hotels/hotels-LY-HOTELS-00407-01.webp,gallery,true,true,thumbnail_only,IMG-A105AA72A1C35896,DUP-00724,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00703,LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,apartment_hotel,IMG-5B631A6A1620DF7C,assets/images/hotels/hotels-LY-HOTELS-00407-02.webp,gallery,true,true,thumbnail_only,IMG-6C5FD99A93DDF611,DUP-00732,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00704,LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,apartment_hotel,IMG-409CAF262EB4E414,assets/images/hotels/hotels-LY-HOTELS-00407-03.webp,gallery,true,true,thumbnail_only,IMG-C467D6957D2C6180,DUP-01014,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
B2-LINK-00705,LY-HOT-000407,hotels,بيوت العاصمة للشقق الفندقية,apartment_hotel,IMG-C4046773520F0CDE,assets/images/hotels/hotels-LY-HOTELS-00407-04.webp,gallery,true,true,thumbnail_only,IMG-4375F82CA22F30AB,DUP-00972,existing_link,not_individually_verified,unknown,retain_candidate,true,No Batch 2 approval or visual review inferred.
