duplicate_group_id,image_a_id,image_a_path,image_b_id,image_b_path,sha256_match,perceptual_distance,dimension_relationship,duplicate_classification,recommended_master_image_id,recommended_action,confidence,notes
DUP-00233,IMG-AB22C6D40D93616F,assets/images/hotels/hotels-561-mymaps-47f226518347.webp,IMG-A4E1C106CA5102C7,backup/before-external-media-recovery/assets/images/hotels/hotels-561-mymaps-47f226518347.png,false,0,same_aspect_different_size,same_image_different_size,IMG-A4E1C106CA5102C7,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00233,IMG-AB22C6D40D93616F,assets/images/hotels/hotels-561-mymaps-47f226518347.webp,IMG-A4E1C106CA5102C7,backup/before-unified-kml-migration/assets/images/hotels/hotels-561-mymaps-47f226518347.png,false,0,same_aspect_different_size,same_image_different_size,IMG-A4E1C106CA5102C7,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00950,IMG-4F8609AE7C0DB9C4,assets/images/hotels/hotels-LY-HOTELS-00037-03.webp,IMG-3A059A0B4DC4A8E3,assets/images/investment/investment-LY-INV-000301-03.png,false,1,same_aspect_different_size,same_image_different_size,IMG-3A059A0B4DC4A8E3,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00950,IMG-4F8609AE7C0DB9C4,assets/images/hotels/hotels-LY-HOTELS-00037-03.webp,IMG-5A302C6B23EB2BA3,assets/images/investment/investment-LY-INV-000301-03.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-3A059A0B4DC4A8E3,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-3CC53306603F0BFA,assets/images/hotels/hotels-LY-HOTELS-00077-02.png,IMG-A226501C2C5AC872,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-3CC53306603F0BFA,assets/images/hotels/hotels-LY-HOTELS-00077-02.png,IMG-632EAAC9502CE2F4,assets/images/investment/investment-LY-INV-000349-02.png,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-3CC53306603F0BFA,assets/images/hotels/hotels-LY-HOTELS-00077-02.png,IMG-084B089E8ECC1854,assets/images/investment/investment-LY-INV-000349-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-A226501C2C5AC872,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,IMG-632EAAC9502CE2F4,assets/images/investment/investment-LY-INV-000349-02.png,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-A226501C2C5AC872,assets/images/hotels/hotels-LY-HOTELS-00077-02.webp,IMG-084B089E8ECC1854,assets/images/investment/investment-LY-INV-000349-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00911,IMG-338CC40AD91622F4,assets/images/hotels/hotels-LY-HOTELS-00110-02.webp,IMG-DFE6F502A7779304,assets/images/investment/investment-LY-INV-000390-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-DFE6F502A7779304,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-960D8F7A6479F66F,assets/images/hotels/hotels-LY-HOTELS-00145-05.png,IMG-1DE3AE7BE7869817,assets/images/hotels/hotels-LY-HOTELS-00145-05.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-960D8F7A6479F66F,assets/images/hotels/hotels-LY-HOTELS-00145-05.png,IMG-E6C31C8B11011BF1,assets/images/investment/investment-LY-INV-000434-05.png,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-960D8F7A6479F66F,assets/images/hotels/hotels-LY-HOTELS-00145-05.png,IMG-3AAA4A9D3498353D,assets/images/investment/investment-LY-INV-000434-05.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-1DE3AE7BE7869817,assets/images/hotels/hotels-LY-HOTELS-00145-05.webp,IMG-E6C31C8B11011BF1,assets/images/investment/investment-LY-INV-000434-05.png,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-1DE3AE7BE7869817,assets/images/hotels/hotels-LY-HOTELS-00145-05.webp,IMG-3AAA4A9D3498353D,assets/images/investment/investment-LY-INV-000434-05.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00472,IMG-C36976B7FF14CE59,assets/images/hotels/hotels-LY-HOTELS-00163-04.png,IMG-66BD5EC794889ABA,assets/images/hotels/hotels-LY-HOTELS-00163-04.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-C36976B7FF14CE59,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00472,IMG-C36976B7FF14CE59,assets/images/hotels/hotels-LY-HOTELS-00163-04.png,IMG-66BD5EC794889ABA,assets/images/investment/investment-LY-INV-000452-04.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-C36976B7FF14CE59,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00472,IMG-66BD5EC794889ABA,assets/images/hotels/hotels-LY-HOTELS-00163-04.webp,IMG-C36976B7FF14CE59,assets/images/investment/investment-LY-INV-000452-04.png,false,0,same_aspect_different_size,same_image_different_size,IMG-C36976B7FF14CE59,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-6F78562A94028C21,assets/images/hotels/hotels-LY-HOTELS-00209-01.png,IMG-23AE35FD4B853F4A,assets/images/hotels/hotels-LY-HOTELS-00209-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-6F78562A94028C21,assets/images/hotels/hotels-LY-HOTELS-00209-01.png,IMG-183CEDE059F1A189,assets/images/investment/investment-LY-INV-000505-01.png,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-6F78562A94028C21,assets/images/hotels/hotels-LY-HOTELS-00209-01.png,IMG-A42B7F285B0CCBCB,assets/images/investment/investment-LY-INV-000505-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-23AE35FD4B853F4A,assets/images/hotels/hotels-LY-HOTELS-00209-01.webp,IMG-183CEDE059F1A189,assets/images/investment/investment-LY-INV-000505-01.png,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-23AE35FD4B853F4A,assets/images/hotels/hotels-LY-HOTELS-00209-01.webp,IMG-A42B7F285B0CCBCB,assets/images/investment/investment-LY-INV-000505-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00233,IMG-A4E1C106CA5102C7,assets/images/hotels/hotels-LY-HOTELS-00295-01.png,IMG-AB22C6D40D93616F,assets/images/hotels/hotels-LY-HOTELS-00295-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-A4E1C106CA5102C7,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00233,IMG-AB22C6D40D93616F,assets/images/hotels/hotels-LY-HOTELS-00295-01.webp,IMG-A4E1C106CA5102C7,backup/before-external-media-recovery/assets/images/hotels/hotels-561-mymaps-47f226518347.png,false,0,same_aspect_different_size,same_image_different_size,IMG-A4E1C106CA5102C7,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00233,IMG-AB22C6D40D93616F,assets/images/hotels/hotels-LY-HOTELS-00295-01.webp,IMG-A4E1C106CA5102C7,backup/before-unified-kml-migration/assets/images/hotels/hotels-561-mymaps-47f226518347.png,false,0,same_aspect_different_size,same_image_different_size,IMG-A4E1C106CA5102C7,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-CCF6EFD6043F9769,assets/images/hotels/hotels-LY-HOTELS-00352-01.png,IMG-2986C5A66BB26BE3,assets/images/hotels/hotels-LY-HOTELS-00352-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-CCF6EFD6043F9769,assets/images/hotels/hotels-LY-HOTELS-00352-01.png,IMG-E3EC8DB4F82EDA83,assets/images/investment/investment-LY-INV-000660-01.png,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-CCF6EFD6043F9769,assets/images/hotels/hotels-LY-HOTELS-00352-01.png,IMG-4654D7E3949CAF26,assets/images/investment/investment-LY-INV-000660-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-2986C5A66BB26BE3,assets/images/hotels/hotels-LY-HOTELS-00352-01.webp,IMG-E3EC8DB4F82EDA83,assets/images/investment/investment-LY-INV-000660-01.png,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-2986C5A66BB26BE3,assets/images/hotels/hotels-LY-HOTELS-00352-01.webp,IMG-4654D7E3949CAF26,assets/images/investment/investment-LY-INV-000660-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-9E864F26D3049DEA,assets/images/hotels/hotels-LY-HOTELS-00361-03.png,IMG-62AD16C7ABAA686D,assets/images/hotels/hotels-LY-HOTELS-00361-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-9E864F26D3049DEA,assets/images/hotels/hotels-LY-HOTELS-00361-03.png,IMG-57E6F98A5BE94E96,assets/images/investment/investment-LY-INV-000669-03.png,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-9E864F26D3049DEA,assets/images/hotels/hotels-LY-HOTELS-00361-03.png,IMG-9607CE75B25EE7EF,assets/images/investment/investment-LY-INV-000669-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-62AD16C7ABAA686D,assets/images/hotels/hotels-LY-HOTELS-00361-03.webp,IMG-57E6F98A5BE94E96,assets/images/investment/investment-LY-INV-000669-03.png,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-62AD16C7ABAA686D,assets/images/hotels/hotels-LY-HOTELS-00361-03.webp,IMG-9607CE75B25EE7EF,assets/images/investment/investment-LY-INV-000669-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00921,IMG-4F0E823434374DDB,assets/images/hotels/hotels-LY-HOTELS-00402-04.png,IMG-86079A5B518F8462,assets/images/hotels/hotels-LY-HOTELS-00402-04.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-4F0E823434374DDB,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00371,IMG-4EF569CAC366C745,assets/images/investment/investment-LY-INV-000284-03.png,IMG-2C43F50B6BC587CE,assets/images/investment/investment-LY-INV-000284-03.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-4EF569CAC366C745,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00950,IMG-3A059A0B4DC4A8E3,assets/images/investment/investment-LY-INV-000301-03.png,IMG-5A302C6B23EB2BA3,assets/images/investment/investment-LY-INV-000301-03.webp,false,1,same_aspect_different_size,same_image_different_size,IMG-3A059A0B4DC4A8E3,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01083,IMG-632EAAC9502CE2F4,assets/images/investment/investment-LY-INV-000349-02.png,IMG-084B089E8ECC1854,assets/images/investment/investment-LY-INV-000349-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-632EAAC9502CE2F4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00721,IMG-E6C31C8B11011BF1,assets/images/investment/investment-LY-INV-000434-05.png,IMG-3AAA4A9D3498353D,assets/images/investment/investment-LY-INV-000434-05.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E6C31C8B11011BF1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00472,IMG-C36976B7FF14CE59,assets/images/investment/investment-LY-INV-000452-04.png,IMG-66BD5EC794889ABA,assets/images/investment/investment-LY-INV-000452-04.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-C36976B7FF14CE59,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00256,IMG-183CEDE059F1A189,assets/images/investment/investment-LY-INV-000505-01.png,IMG-A42B7F285B0CCBCB,assets/images/investment/investment-LY-INV-000505-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-183CEDE059F1A189,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00071,IMG-E3EC8DB4F82EDA83,assets/images/investment/investment-LY-INV-000660-01.png,IMG-4654D7E3949CAF26,assets/images/investment/investment-LY-INV-000660-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-E3EC8DB4F82EDA83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00915,IMG-57E6F98A5BE94E96,assets/images/investment/investment-LY-INV-000669-03.png,IMG-9607CE75B25EE7EF,assets/images/investment/investment-LY-INV-000669-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-57E6F98A5BE94E96,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01134,IMG-464866CA94A2E016,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00071-03.png,IMG-3FAF94FEE87D824C,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00071-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-464866CA94A2E016,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00889,IMG-68CED7363C8B5E9D,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00123-02.png,IMG-947424ED104FEAA8,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00123-02.webp,false,1,same_aspect_different_size,same_image_different_size,IMG-68CED7363C8B5E9D,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01171,IMG-007FBA74F4B0044D,assets/images/resorts/resorts-LY-RES-000007-03.png,IMG-B95A2FEC4779D807,assets/images/resorts/resorts-LY-RES-000007-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-007FBA74F4B0044D,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.webp,IMG-6FD7C488CEE1386A,assets/images/world-heritage/world-heritage-LY-WH-000202-02.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.webp,IMG-6FD7C488CEE1386A,assets/media/LIBYA/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.webp,IMG-6FD7C488CEE1386A,backup/before-external-media-recovery/assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.webp,IMG-6FD7C488CEE1386A,backup/before-unified-kml-migration/assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-6FD7C488CEE1386A,assets/images/world-heritage/world-heritage-LY-WH-000202-02.png,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-LY-WH-000202-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-LY-WH-000202-02.webp,IMG-6FD7C488CEE1386A,assets/media/LIBYA/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-LY-WH-000202-02.webp,IMG-6FD7C488CEE1386A,backup/before-external-media-recovery/assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01358,IMG-CA0F5F3682BB27A1,assets/images/world-heritage/world-heritage-LY-WH-000202-02.webp,IMG-6FD7C488CEE1386A,backup/before-unified-kml-migration/assets/images/world-heritage/world-heritage-050-mymaps-97ac1a39393f.png,false,0,same_aspect_different_size,same_image_different_size,IMG-6FD7C488CEE1386A,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01306,IMG-AD1BBA82C39EE092,assets/images/akakus/akakus-LY-AKAKUS-00035-01.png,IMG-29052066CBAB58BD,assets/images/akakus/akakus-LY-AKAKUS-00193-01.png,false,3,same_aspect_different_size,near_duplicate,IMG-AD1BBA82C39EE092,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01306,IMG-AD1BBA82C39EE092,assets/images/akakus/akakus-LY-AKAKUS-00035-01.png,IMG-A31A21332E3D570D,assets/images/akakus/akakus-LY-AKAKUS-00193-01.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-AD1BBA82C39EE092,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01306,IMG-29052066CBAB58BD,assets/images/akakus/akakus-LY-AKAKUS-00193-01.png,IMG-A31A21332E3D570D,assets/images/akakus/akakus-LY-AKAKUS-00193-01.webp,false,1,same_aspect_different_size,same_image_different_size,IMG-AD1BBA82C39EE092,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01180,IMG-308348AEB766AF83,assets/images/investment/investment-LY-INV-000038-01.png,IMG-96957B159D89FA20,assets/images/investment/investment-LY-INV-000038-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-308348AEB766AF83,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00416,IMG-23577D9C80D1964B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00027-01.png,IMG-8F0F76206E5E048E,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00027-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-23577D9C80D1964B,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00865,IMG-974AC59524DA27E4,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00081-01.png,IMG-6F623A4EB712F53C,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00081-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-974AC59524DA27E4,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01053,IMG-AF6A7473582953C1,assets/images/akakus/akakus-LY-AKAKUS-00035-02.png,IMG-794F968B8A93D36D,assets/images/akakus/akakus-LY-AKAKUS-00035-02.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-AF6A7473582953C1,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.webp,IMG-F5781B86F1F14F78,assets/images/hotels/hotels-LY-HOTELS-00035-04.png,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.webp,IMG-F5781B86F1F14F78,backup/before-external-media-recovery/assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.png,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.webp,IMG-F5781B86F1F14F78,backup/before-unified-kml-migration/assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.png,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-F5781B86F1F14F78,assets/images/hotels/hotels-LY-HOTELS-00035-04.png,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-LY-HOTELS-00035-04.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-LY-HOTELS-00035-04.webp,IMG-F5781B86F1F14F78,backup/before-external-media-recovery/assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.png,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01265,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-LY-HOTELS-00035-04.webp,IMG-F5781B86F1F14F78,backup/before-unified-kml-migration/assets/images/hotels/hotels-129-mymaps-9e9c75703e3b.png,false,0,same_aspect_different_size,same_image_different_size,IMG-F5781B86F1F14F78,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-B2EF9524035687FB,assets/images/hotels/hotels-LY-HOTELS-00066-01.png,IMG-07D179D8F1F3B4C8,assets/images/hotels/hotels-LY-HOTELS-00066-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-B2EF9524035687FB,assets/images/hotels/hotels-LY-HOTELS-00066-01.png,IMG-67013592F955DB61,assets/images/investment/investment-LY-INV-000336-01.png,false,3,same_aspect_different_size,near_duplicate,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-B2EF9524035687FB,assets/images/hotels/hotels-LY-HOTELS-00066-01.png,IMG-BDBA91545B639663,assets/images/investment/investment-LY-INV-000336-01.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-07D179D8F1F3B4C8,assets/images/hotels/hotels-LY-HOTELS-00066-01.webp,IMG-67013592F955DB61,assets/images/investment/investment-LY-INV-000336-01.png,false,3,same_aspect_different_size,near_duplicate,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-07D179D8F1F3B4C8,assets/images/hotels/hotels-LY-HOTELS-00066-01.webp,IMG-BDBA91545B639663,assets/images/investment/investment-LY-INV-000336-01.webp,false,2,same_aspect_different_size,same_image_different_size,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00883,IMG-5D2E67593827AADB,assets/images/hotels/hotels-LY-HOTELS-00417-03.png,IMG-ACB8783F4B7EB32C,assets/images/hotels/hotels-LY-HOTELS-00417-03.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-5D2E67593827AADB,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00157,IMG-D66FDB129C95913F,assets/images/investment/investment-LY-INV-000002-01.png,IMG-BFF3A7107C41A087,assets/images/investment/investment-LY-INV-000002-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-D66FDB129C95913F,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00900,IMG-67013592F955DB61,assets/images/investment/investment-LY-INV-000336-01.png,IMG-BDBA91545B639663,assets/images/investment/investment-LY-INV-000336-01.webp,false,1,same_aspect_different_size,same_image_different_size,IMG-67013592F955DB61,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00239,IMG-C367AA1928CC784B,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00020-01.png,IMG-03A9E7D0FC655881,assets/images/old-tripoli/old-tripoli-LY-OLD-TRIPOLI-00020-01.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-C367AA1928CC784B,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00097,IMG-D74868209CABD718,backup/before-unified-kml-migration/assets/images/old-tripoli-recovered/old-tripoli-recovered-001-9ec487077686.jpg,IMG-B6849CE5058A98BA,backup/before-unified-kml-migration/assets/images/old-tripoli-recovered/old-tripoli-recovered-003-99a5376068aa.jpg,false,0,same_aspect_different_size,same_image_different_size,IMG-D74868209CABD718,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-01091,IMG-C7416BED2AF2267C,assets/images/akakus/akakus-LY-AKAKUS-00037-02.png,IMG-02A79C9AE3EE7189,assets/images/akakus/akakus-LY-AKAKUS-00037-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-C7416BED2AF2267C,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00768,IMG-78E1B312647B302B,assets/images/hotels/hotels-LY-HOTELS-00036-02.png,IMG-2BF4C09ED2ED2AE0,assets/images/hotels/hotels-LY-HOTELS-00036-02.webp,false,0,same_aspect_different_size,same_image_different_size,IMG-982EFF887CF64AFB,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
DUP-00768,IMG-78E1B312647B302B,assets/images/hotels/hotels-LY-HOTELS-00036-02.png,IMG-982EFF887CF64AFB,assets/images/investment/investment-LY-INV-000300-02.png,false,1,same_aspect_different_size,same_image_different_size,IMG-982EFF887CF64AFB,manual_visual_review_keep_originals,medium,Perceptual heuristic only.
