link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000130,LY-HOT-000053,hotels,فندق الديار,IMG-76FF508F0B7A8565,assets/images/hotels/hotels-LY-HOTELS-00053-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00445,IMG-56E98A5645B39F5D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000131,LY-HOT-000053,hotels,فندق الديار,IMG-54E98AFB5EF2553D,assets/images/hotels/hotels-LY-HOTELS-00053-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01006,IMG-98EFB1EC1D9EF416,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000132,LY-HOT-000053,hotels,فندق الديار,IMG-FB6F833B0859FE59,assets/images/hotels/hotels-LY-HOTELS-00053-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00250,IMG-7CAAC759CC737415,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000133,LY-HOT-000054,hotels,فندق الرابطة,IMG-5A8F81B9322E3F57,assets/images/hotels/hotels-LY-HOTELS-00054-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01095,IMG-0B35E801F141C640,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000134,LY-HOT-000054,hotels,فندق الرابطة,IMG-A0650F815C0D7FB8,assets/images/hotels/hotels-LY-HOTELS-00054-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00864,IMG-7ACDACB9FF3E557D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000135,LY-HOT-000054,hotels,فندق الرابطة,IMG-7EF1C95F346808BF,assets/images/hotels/hotels-LY-HOTELS-00054-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00432,IMG-2AE6F6D3C9BC0BF9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000136,LY-HOT-000054,hotels,فندق الرابطة,IMG-787AFA859825802E,assets/images/hotels/hotels-LY-HOTELS-00054-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01133,IMG-9C9459440AAC4CCA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000137,LY-HOT-000055,hotels,فندق الرفيع,IMG-C75C7E18E8905149,assets/images/hotels/hotels-LY-HOTELS-00055-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00685,IMG-1289F69675F9BC19,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000138,LY-HOT-000056,hotels,فندق الريان,IMG-67A5A64E322D0F37,assets/images/hotels/hotels-LY-HOTELS-00056-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00910,IMG-D4C607AB8D516F6C,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000139,LY-HOT-000056,hotels,فندق الريان,IMG-22DF9370E20C75A5,assets/images/hotels/hotels-LY-HOTELS-00056-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00976,IMG-C48CB24A721B2935,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000140,LY-HOT-000056,hotels,فندق الريان,IMG-509E51730B1B3229,assets/images/hotels/hotels-LY-HOTELS-00056-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01139,IMG-A8EE98A588BA9D5F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000141,LY-HOT-000056,hotels,فندق الريان,IMG-92BABB16F704E727,assets/images/hotels/hotels-LY-HOTELS-00056-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00834,IMG-18F84A863A2E4B54,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000142,LY-HOT-000056,hotels,فندق الريان,IMG-3796AAAE3DCAE3D5,assets/images/hotels/hotels-LY-HOTELS-00056-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00886,IMG-261BC8B1CCCCB5E7,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000143,LY-HOT-000056,hotels,فندق الريان,IMG-CA3B07ED76DF5499,assets/images/hotels/hotels-LY-HOTELS-00056-06.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01035,IMG-E3336843EB879751,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000144,LY-HOT-000057,hotels,فندق الزهر,IMG-B7DE3703E4372DC6,assets/images/hotels/hotels-LY-HOTELS-00057-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00240,IMG-B12576573F81B667,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000145,LY-HOT-000057,hotels,فندق الزهر,IMG-2796AE395C19E4E6,assets/images/hotels/hotels-LY-HOTELS-00057-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00180,IMG-35F1A55A9C8154B0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000146,LY-HOT-000057,hotels,فندق الزهر,IMG-03DECC2279EE6EEB,assets/images/hotels/hotels-LY-HOTELS-00057-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01227,IMG-9DE715B34E385D2E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
