link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000578,LY-HOT-000352,hotels,فندق اية الجبل البيضاء,IMG-6482650DD2DD3DBE,assets/images/hotels/hotels-LY-HOTELS-00352-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00315,IMG-0F31D4D6A3CF57CD,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000579,LY-HOT-000355,hotels,فندق برونتو البيضاء,IMG-CCB429063BDA2EAE,assets/images/hotels/hotels-LY-HOTELS-00355-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00218,IMG-9309D223CFC81510,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000580,LY-HOT-000355,hotels,فندق برونتو البيضاء,IMG-9AB6202770CE3269,assets/images/hotels/hotels-LY-HOTELS-00355-02.webp,gallery,true,thumbnail_only,cannot_determine,,,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000581,LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,IMG-17E2B625E5E1BCA6,assets/images/hotels/hotels-LY-HOTELS-00356-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00424,IMG-ED140BC6281F6CDD,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000582,LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,IMG-405BE1E74FF306FD,assets/images/hotels/hotels-LY-HOTELS-00356-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00411,IMG-B7CCA87F5F3244B1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000583,LY-HOT-000356,hotels,عمارة الجوري للشقق الفندقية,IMG-2F979455A5BC73CF,assets/images/hotels/hotels-LY-HOTELS-00356-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00138,IMG-DA43C64370BC4312,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000584,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-819089A3F33FB55C,assets/images/hotels/hotels-LY-HOTELS-00009-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01222,IMG-E8A0ACB419E446F1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000585,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-8302B3A52AE6F475,assets/images/hotels/hotels-LY-HOTELS-00009-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00426,IMG-8E0A80A036FBC349,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000586,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-EEB18273A9500148,assets/images/hotels/hotels-LY-HOTELS-00357-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00075,IMG-34104F81BF6CE505,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000587,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-82C167B4829EAAA1,assets/images/hotels/hotels-LY-HOTELS-00357-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00929,IMG-C2F4354A20CAD40F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000588,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-FD6EA876E164F0F3,assets/images/hotels/hotels-LY-HOTELS-00357-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00928,IMG-0586F61ED5F9CC12,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000589,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-C5531C011FEE4352,assets/images/hotels/hotels-LY-HOTELS-00357-06.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00999,IMG-57B591969D8F5DF0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000590,LY-HOT-000357,hotels,فندق العنود البيضاء,IMG-EE01B6F326C00582,assets/images/hotels/hotels-LY-HOTELS-00357-07.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00795,IMG-E4CFE257A036CE2E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000591,LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,IMG-14245C39708E3BCD,assets/images/hotels/hotels-LY-HOTELS-00358-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00908,IMG-9975F81187555CC5,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000592,LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,IMG-C84B8E2B43FA41C1,assets/images/hotels/hotels-LY-HOTELS-00358-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01315,IMG-DCBDD7512162DA32,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000593,LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,IMG-206B2BD021243154,assets/images/hotels/hotels-LY-HOTELS-00358-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00331,IMG-C550FE14553F1C12,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000594,LY-HOT-000358,hotels,فندق الفردوس للشقق الفندقية,IMG-6A36492B9912687D,assets/images/hotels/hotels-LY-HOTELS-00358-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01274,IMG-FD7B1FF0BA693632,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000595,LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,IMG-BACA013556C590D9,assets/images/hotels/hotels-LY-HOTELS-00360-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00362,IMG-B0AD9CF0FB43F42C,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000596,LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,IMG-A9D9F68797342079,assets/images/hotels/hotels-LY-HOTELS-00360-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00276,IMG-05A1B82B7873D4B7,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000597,LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,IMG-52C9BB204D7550B6,assets/images/hotels/hotels-LY-HOTELS-00360-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00345,IMG-C6129DC49931CCF1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000598,LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,IMG-85C4E7AEA7A4F026,assets/images/hotels/hotels-LY-HOTELS-00360-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00129,IMG-C6376874E5A82435,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000599,LY-HOT-000360,hotels,فندق مرحبا للخدمات السياحية,IMG-F4B8FFE97A4BFD32,assets/images/hotels/hotels-LY-HOTELS-00360-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00235,IMG-90E67291BA2B4382,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000600,LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,IMG-9BF85753F3D4472A,assets/images/hotels/hotels-LY-HOTELS-00361-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00380,IMG-623A6611F4B7698B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000601,LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,IMG-B9A4D03A110893D0,assets/images/hotels/hotels-LY-HOTELS-00361-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00334,IMG-12D92CE567446325,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000602,LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,IMG-62AD16C7ABAA686D,assets/images/hotels/hotels-LY-HOTELS-00361-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00915,IMG-57E6F98A5BE94E96,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000603,LY-HOT-000361,hotels,عمارة اضواء ليبيا للشقق الفندقية البيضاء,IMG-1131B410A32F4F78,assets/images/hotels/hotels-LY-HOTELS-00361-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00307,IMG-1E97975287D8FFB0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000604,LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,IMG-0457C54827D282C9,assets/images/hotels/hotels-LY-HOTELS-00363-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00294,IMG-B13C3832364395E2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000605,LY-HOT-000363,hotels,فندق المرقب السياحي الخمس,IMG-4C8C32AE540C15ED,assets/images/hotels/hotels-LY-HOTELS-00363-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00342,IMG-55AB7AD3D334EEE8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000606,LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,IMG-BDD22CBAB3D84BB7,assets/images/hotels/hotels-LY-HOTELS-00364-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00039,IMG-D11FAF6F6E87CFB4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000607,LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,IMG-443869629AE0FEB1,assets/images/hotels/hotels-LY-HOTELS-00364-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00060,IMG-37C2D55A1E544760,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000608,LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,IMG-2B18AF26FEFDDF4B,assets/images/hotels/hotels-LY-HOTELS-00364-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00695,IMG-AA5B323EDDF93F18,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000609,LY-HOT-000364,hotels,فندق التوليب السياحي الخمس,IMG-5E393C22A33C71B1,assets/images/hotels/hotels-LY-HOTELS-00364-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00523,IMG-36EC81367EA82151,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
