review_id,image_id,thumbnail_path,file_name,possible_destination,possible_layer,possible_feature_id,review_reason,technical_quality,duplicate_group_id,rights_status,recommended_action,reviewer_decision,verified_feature_id,verified_role,verified_rights_status,reviewer_name,review_date,notes
IMGREV-000074,IMG-2AC82828FB2D9897,,akakus-LY-AKAKUS-00043-02.webp,akakus,akakus,LY-AKAKUS-00043-02,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00511,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000075,IMG-4CE555A680866449,,akakus-LY-AKAKUS-00049-01.png,akakus,akakus,LY-AKAKUS-00049-01,rights_unknown|duplicate_review,high,DUP-01273,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000076,IMG-B25B3B99D10A18CF,,akakus-LY-AKAKUS-00049-01.webp,akakus,akakus,LY-AKAKUS-00049-01,rights_unknown|duplicate_review,high,DUP-01273,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000077,IMG-EE7F408CE9AABF02,,akakus-LY-AKAKUS-00106-01.png,akakus,akakus,LY-AKAKUS-00106-01,rights_unknown|duplicate_review,high,DUP-01294,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000078,IMG-5B72C92E56F99A85,,akakus-LY-AKAKUS-00106-01.webp,akakus,akakus,LY-AKAKUS-00106-01,rights_unknown|duplicate_review,high,DUP-01294,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000079,IMG-A72875D7BA428936,,akakus-LY-AKAKUS-00148-01.png,akakus,akakus,LY-AKAKUS-00148-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00191,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000080,IMG-D92A2660BAB035A9,,akakus-LY-AKAKUS-00148-01.webp,akakus,akakus,LY-AKAKUS-00148-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-00191,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000081,IMG-E9D68E93DA77F5A1,,akakus-LY-AKAKUS-00155-01.png,akakus,akakus,LY-AKAKUS-00155-01,rights_unknown|duplicate_review,high,DUP-01011,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000082,IMG-CB5999B485A45C9A,,akakus-LY-AKAKUS-00155-01.webp,akakus,akakus,LY-AKAKUS-00155-01,rights_unknown|duplicate_review,high,DUP-01011,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000083,IMG-3795EF0B47BCE1DA,,akakus-LY-AKAKUS-00156-01.png,akakus,akakus,LY-AKAKUS-00156-01,rights_unknown|duplicate_review,acceptable,DUP-00477,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000084,IMG-F198FCB7F6604A43,,akakus-LY-AKAKUS-00156-01.webp,akakus,akakus,LY-AKAKUS-00156-01,rights_unknown|duplicate_review,acceptable,DUP-00477,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000085,IMG-83CBDF41FD9FE301,,akakus-LY-AKAKUS-00160-01.png,akakus,akakus,LY-AKAKUS-00160-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01326,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000086,IMG-3C4745D64C3979D6,,akakus-LY-AKAKUS-00160-01.webp,akakus,akakus,LY-AKAKUS-00160-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01326,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000087,IMG-780745C91D8C7059,,akakus-LY-AKAKUS-00191-01.png,akakus,akakus,LY-AKAKUS-00191-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01155,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000088,IMG-19ED505A8B9BD0D4,,akakus-LY-AKAKUS-00191-01.webp,akakus,akakus,LY-AKAKUS-00191-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01155,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000089,IMG-C743A18B7F69C496,,akakus-LY-AKAKUS-00192-01.png,akakus,akakus,LY-AKAKUS-00192-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01345,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000090,IMG-0A7422737A37F32A,,akakus-LY-AKAKUS-00192-01.webp,akakus,akakus,LY-AKAKUS-00192-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01345,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000091,IMG-29052066CBAB58BD,,akakus-LY-AKAKUS-00193-01.png,akakus,akakus,LY-AKAKUS-00193-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01306,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000092,IMG-A31A21332E3D570D,,akakus-LY-AKAKUS-00193-01.webp,akakus,akakus,LY-AKAKUS-00193-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01306,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000093,IMG-69F35D48D1B7CCC0,,akakus-LY-AKAKUS-00196-01.png,akakus,akakus,LY-AKAKUS-00196-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01188,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000094,IMG-166273FEAF9EBFED,,akakus-LY-AKAKUS-00196-01.webp,akakus,akakus,LY-AKAKUS-00196-01,rights_unknown|thumbnail_only|duplicate_review,thumbnail_only,DUP-01188,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000095,IMG-46F49E7C221A033F,,hotels-015-mymaps-feb2b5fdcf1a.webp,hotels,hotels,,rights_unknown|thumbnail_only|unknown_destination|duplicate_review,thumbnail_only,DUP-00778,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000096,IMG-02BE325FA2853805,,hotels-019-mymaps-6c403eb23eb8.webp,hotels,hotels,,rights_unknown|unknown_destination|duplicate_review,acceptable,DUP-01002,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000097,IMG-40B37878823F011F,,hotels-020-mymaps-5887846e5ae8.webp,hotels,hotels,,rights_unknown|unknown_destination|duplicate_review,acceptable,DUP-00313,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
IMGREV-000098,IMG-230B3A6E36310AD5,,hotels-021-mymaps-ea6295b5b814.webp,hotels,hotels,,rights_unknown|unknown_destination|duplicate_review,high,DUP-00042,unknown,verify destination and rights; select master if duplicate,,,,,,,Original remains in place.
