feature_id,current_layer_id,name_ar,name_en,current_facility_type,proposed_facility_type,classification_basis,confidence,manual_confirmation_required,notes
LY-ACC-RES-NAT-00093,resorts,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00094,resorts,مشروع لؤلؤة المدينة قرية النفط,,review_required,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00095,resorts,مصيف شاطئ الرمال,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00096,resorts,مصيف نسيم البحر العائلى,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00097,resorts,مصيف جنى العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00098,resorts,مصيف وقرية بيلسان العائلي,,family_resort,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00099,resorts,مصيف جسر الطاقة العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00100,resorts,مصيف القلعة العائلي 32,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00101,resorts,مصيف اﻻمان والمرح العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00102,resorts,مصيف جيران البحر العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00103,resorts,ڤيلا لاڤيستا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00104,resorts,Private house برايفت هاوس,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00105,resorts,ROYAL DYAR Resort Hotel,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00106,resorts,Cyrine Resort,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00107,resorts,استراحة القويعة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00108,resorts,Alameer Villa ڤيلا الأمير,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00109,resorts,Villa mfm,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00110,resorts,W استراحة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00111,resorts,استراحة السلام,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00112,resorts,استراحات ابناء يوسف منيصير,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00113,resorts,استراحات شاطئ غوط الرمان,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00114,resorts,A.G.S villa,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00115,resorts,استراحة فاميلي رست,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00116,resorts,استراحة بن طابون,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00117,resorts,إستراحة ليان للإيجار اليومي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00118,resorts,Villa SIMO,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00119,resorts,إستراحة ليان للإيجار اليومي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00120,resorts,استراحة هلا مدريد القره بوللي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00121,resorts,ليڤينت/Levent Family Resort,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00122,resorts,منتجع الماسة السياحي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00123,resorts,Compound Rawasi,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00124,resorts,استراحة فايف قولد ستار,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00125,resorts,استراحة زهرة القويعة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00126,resorts,The Twins استراحات التوأم,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00127,resorts,منتجع إيليت,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00128,resorts,شاليه شمس البحر القره بوللي,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00129,resorts,شاليه النورس,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00130,resorts,استراحة ديلان,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00131,resorts,Crown Beach Resort,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00132,resorts,Salem Elgamoudi Beach House,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00133,resorts,Bali s BEACH HOUSE,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00134,resorts,Alhady Elmelliti Beach House,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00135,resorts,Golden beach village,,review_required,tourism_village,facility code or explicit village term,high,false,
LY-ACC-RES-NAT-00136,resorts,شاطي القره بوللي منطقة القويعة السياحية,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00137,resorts,منتجع كريستال السياحي 1,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00138,resorts,استراحة لابلازا -LA PLAZA,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00139,resorts,إستراحة القويعة العائلية,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00140,resorts,استراحة كازا دولتشي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00141,resorts,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00142,resorts,استراحة ارام للاستجمام العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00143,resorts,Villa Lugano ڤيلا لوچانو,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00144,resorts,حلا البحر للعائلات,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00145,resorts,Villa Mia فيلا ميا,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00146,resorts,لمة العيلة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00147,resorts,استراحة نسائم البحر,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00148,resorts,Villa golden star,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00149,resorts,فيلا الصاري العائلية,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00150,resorts,بيت الصبار,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00151,resorts,فيلا الشاهين,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00152,resorts,Hesham Al Askari Marine Rest House,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00153,resorts,La Coral,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00154,resorts,استراحة شمس للعائلات,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00155,resorts,فيلا ملكة A,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00156,resorts,فيلا غسق,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00157,resorts,فيلا روعة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00158,resorts,شاليه قطر الندى,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00159,resorts,النوران العائلية,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00160,resorts,شاليه الدلفين,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00161,resorts,شاليه همام,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00162,resorts,Villa Mare ڤيلا ماري,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00163,resorts,فيلا كراون Villa Crown,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00164,resorts,فيلا سانتوريني,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00165,resorts,شاليه ماسة,,accommodation_resort_other,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00166,resorts,استراحة مارية العائلية,,family_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00167,resorts,استراحة اللؤلؤة,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00168,resorts,استراحة روح البحر,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00169,resorts,Ataya Resort,,tourist_resort,resort,facility code or explicit resort term,high,false,
LY-ACC-RES-NAT-00170,resorts,مقسم شاطئ النرجس السياحي,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00171,resorts,استراحة فرحات لاند,,review_required,unknown,insufficient internal classification evidence,low,true,
LY-ACC-RES-NAT-00172,resorts,مصيف الامان فم الوادي العائلي,,family_resort,resort,facility code or explicit resort term,high,false,
