source_index,source_name,normalized_name,geometry_type,longitude,latitude,centroid_longitude,centroid_latitude,polygon_vertices,geometry_status,description_status,image_url,image_status,style_url,folder,duplicate_name_status,duplicate_geometry_status,xml_recovery_status,notes
491,النجمة الذهبية لشقق الفندقية,النجمهالذهبيهلشققالفندقيه,Point,15.0937323,32.3757126,15.0937323,32.3757126,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
492,الفخامه للشقق المفروشه,الفخامهللشققالمفروشه,Point,12.4785845,32.7942777,12.4785845,32.7942777,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
493,اوس لشقق المفروشه,اوسلشققالمفروشه,Point,12.4773899,32.7951705,12.4773899,32.7951705,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
494,فندق الساحل,فندقالساحل,Point,12.4346148,32.8018422,12.4346148,32.8018422,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
495,فندق الشاطىء الذهبي,فندقالشاطيءالذهبي,Point,13.163174,32.885551,13.163174,32.885551,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4Trp3mDHgG5C8cMYK3zTZX-qmIp1RVEDnwRktpQKb-N23A2_xKZTPId7tJi3NxjeNFBKUTli_MgY40VV1BTeJWYaLUHPONHvgOvIUfGAglzyKf96zLzeEBaZCq3PtXSh7Q72eivIBTqzQIlnQRRzrwAihrpCsegE4uN3kRQ594o66-bta4E2R32emLRHoIUV5zqPQDAcx2eI5S0P84rT4Zv8Wn0LmZIm6roVnvENuHW30-9Fh5InpmRZs?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
496,الجوهرة للشقق الفندقية,الجوهرهللشققالفندقيه,Point,20.22385,30.7575,20.22385,30.7575,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
497,فندق اجدابيا السياحي,فندقاجدابياالسياحي,Point,20.223,30.75706,20.223,30.75706,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
498,فندق الراحة اجدابيا,فندقالراحهاجدابيا,Point,20.1988509669461,30.760416719515,20.1988509669461,30.760416719515,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6GLGG1YfX02cu2GAxE7tU95l4T16dhwldFORuUNlq_gHFAn3Ke32M9NP6WbW9f6vnBBMi7Y18LvwVvB0T-rzJJck7sAiOEW1Rg4qxrd7FZMZ4gVt7lTcGN0EnG3GJRqsDyi8hrqsdOYvN0I3gu6_LjR5nIaLUNjtfjE9NlmsWnGxTR2gkBB134ZABr2mBULn2A05u-YHl-oA9FdjlUHvCA0ztVjGq6BGq252RLoGOQXwS_8qP4s8toWhE?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
499,عمار او المجد للشقق الفندقية,عماراوالمجدللشققالفندقيه,Point,20.221715,30.760196,20.221715,30.760196,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4BbJasiVpnK2W-uVFzHJ7NdTZfwwTMK0uFzA-AmBcTelRS2IGg0d-4GOw-b_vZqx5oLUqQ2TXZNoP3h0oHUWmKfbk49YT9idgat4CSrkNWYXIdSpm59VNEPrnQNORLiY4-0gYsrwwYX0yd6w81kNuZW-6fIPrckjrskrNUHvy2QdKHS1lC_AfvcQnkpvwUaeWYVNYHiRLgee37xSOz4idbfNR5rojXf7-coyI6vFXkr4UHljK-__biGxc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,duplicate_geometry,recovered_parser_used,
500,فندق مزايا اجدابيا,فندقمزايااجدابيا,Point,20.221715,30.760196,20.221715,30.760196,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR64otsPN4o-_9IjOJPMYdqZIOp_4iYCCHVmKw9cnqwiuH-SFoyhfyr6uHZRpYWNxFblfyHUnG400Z1sst4fKCBiX7HUcjaUtKWyJ_ARB03a4PJDOkuzTb3hzlYBDmfsgdl5_PMZH3343BHVnOncBGKcgJbrkMqjpw7spcP9nqSuhk0iQCg3OJPPSi-6XwSmiMy0yVXfkqMljfRr0Fi3iHF5Q_RGE4W1OGaYexPFydmVdl1dgcqvsb95B44?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,duplicate_geometry,recovered_parser_used,
501,فندق التوجان السياحي,فندقالتوجانالسياحي,Point,20.233088,30.761777,20.233088,30.761777,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7Zfjip1hj9r1B-nvgZ0UmZoF1a_-T25aZCaE5Oij7OSQFbvkiHhithcoNCkgbmmBxVW10bpgAsIm02Oiefzqq-QRKu3ygA7SWSDmZx-8CZI25BTWEFwYaRXs_5xnIZQSjWx-PD9g0wZSHQ8cbj5BJfuKevynv6LZjk_GDLqEO_nJ8r2cm5fJ7LcduZb02d-S54AakOsdM8Tc-rQHR6b_V9x92iVWthBh-RIWBlHmaRSAy2QeKLKpcV9P0?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
502,نزل وقاعة الهاشمي,نزلوقاعهالهاشمي,Point,23.93866044,32.0344745,23.93866044,32.0344745,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7_ZVnwRpVG0duzzEcXQO1agfQSTzSkp7S9DZ6qrio1fkIX3rNJ_z-dP9Y0UZDhbump0vl6jllFOs_1548wrIo6SqR3h82iWe7zf7hJbTfyLxmVlEe1vaAXI2RYjdrNu34SU5a6LXFQUC3bAt5EMmor4V0H3ap8JKqQaN8amOqRAar5zzyLPzuk6XRQFYicIKM3rSJ5cVGBi2DFGtqAv-kDkoWkCSFJbrA6E6W2teQh6spChPHZ_Do_hKg?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
503,نزل وقاعة زهرة الخليج,نزلوقاعهزهرهالخليج,Point,23.96997993,32.02618042,23.96997993,32.02618042,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5w3XyTAKGGiEKwGEq-SCDlcxWDnZHy71eale_XNYAJQvvWAVVRkUhNI3EzovWcaO7TYtWD3t-pyzK9w8KIMCM2yWa2mlmmJ6J9LU371_CLBj2XOzF1KhI4ICRPJ7s98k7q4_AGodAlbTVu-iTxddcxik34y_N-iobqYMLJIOgHJ-vwGDKop_BKnCEj4KIYQMHgoaIgt04ZNI7Vw-CXUhZE0GgWY_qPo6hBku2z0yvnWsCnZ7CCHwClxlk?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
504,الهضبة للشقق الفندقية,الهضبهللشققالفندقيه,Point,23.97583881,32.07927549,23.97583881,32.07927549,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4uMwfpN3vbOPTJUKg2rXBA-GPK4dWnIU8GyvvlLrkMZsqgnfvHcX-ecw8NdWJ0_o5W7zEIAgX_JwxhrYo38q9kKpd3WBqwasLHyge8QRewCJIGIJpVlOFRomOafB1QNxkMxSSNv2cwDQMc1zat-pxuOW44cSnMc2Y353lCdjomzotN93hRizz9zcdaij7aZRb5bZUNvUQfxfyLBWUMoFAZivdltLRMFYHYEILXzCzZbkaUIX-nYhy0gns?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
505,الامان للشقق الفندقية,الامانللشققالفندقيه,Point,23.93943131,32.07351395,23.93943131,32.07351395,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5RbOeOX8mK6XlgS7HwHdlNLdi1gu66xiyNHMm0cByAG0RxGQnbKlTnx2MjjSEUuHLvWn3AqDzZluNu9uQF5ikXr4eKiFpajvkawgl-ik4ZlVfQTIn9OXzcC9N_s8yGdZWrZh4veEzVmDlO7VyxrTYlw6DtC5iMtorQsdR4inC6CW1W6bGFgK7TaFYesnLoyJXpMheVh-muI7lURIZ-jy3DQKSCY6bUkvIlj9S0mYclC9t2O3cLHfwiGn4?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
506,نزل ماريا MARIYA,نزلمارياmariya,Point,23.99551,32.03109,23.99551,32.03109,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5yFlNGG94Mg3rsa-Q8FnTnBHbExpXOmpDM_oKS10pxkEUmg1JyRIyb3Y3lnltuPjy7_9yU6wmN9WP97eogyXgEPg8alLX_LKs_gWhsZJLS-bL6X4m-O6OmA9rL8tOr7GT3fvtttfWvBt1Bwpj1qCzicDYSNf2LtWoZ0T_X69g7ebeNX9ErUeKHYm6tTiZ6N9MAwUsjTNvb9qro5PsMgDJlPEfsvUkVz1WU6JTFiJK1KzfxZgSwjkmBqYU?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
507,فندق الرابطة,فندقالرابطه,Point,13.0145,32.16981,13.0145,32.16981,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5707tfQRXEI98MQ6rwZIDjAk2KF-2Ck8W-GWHKPUrENKdz4oeeKbyWgX80UW4taJawrqpC7LgznFiy3Y-adEIYSqyvfBCZF51biF7GrT_CAPg1H9_B5dK68rabSWsSC1PL18GUcoODDJhUSRI2C8MiI9h5H7S8kMpgFjIcQTKFoV49cDU-qhwboETrHbmFP_OdpqPOzZtXQF-bBvh3-pJU2buPBIh0o0gH2-2TJBAn4QCKNRH0jPD-nkA?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
508,فندق سمر قند,فندقسمرقند,Point,13.0097734,32.1679087,13.0097734,32.1679087,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
509,فندق غريان السياحي,فندقغريانالسياحي,Point,13.03046,32.17267,13.03046,32.17267,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4HqiucQnsR-zqdySswJmrmw8QVQ4SSE9NWBUxC5DDFgT-qi-Gh7k5yKO4Hbp8qYJstnFazzMLNhBs0NuJgvtjfOv2xgPJX-b8L1E9BxgiX0tO86mX3KBVWeEgpmMosC6Gtnr38yPyba56nnP5QbSgFYJc4bRykXsGG1Og04PF4eOfvvsdRUXXz0B2ng-b9e1z6ISZGhHpoAe-YVwCqMdWGY86S2CXWicJUIzrvwjPpjCeJHvCmw1sEfTI?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
510,فندق روايال غريان,فندقروايالغريان,Point,13.023293,32.177538,13.023293,32.177538,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5a_f4gUZBGIl25_l27L68bOuchJsvV6Vg1dGyML_XndCPWdaRh0bi4xR9v9kpqjds39D-f0zt5m3ZzJg3TuqpTD-BOUD6FnXrt7hvK6zL86MV1Z7M4fNHfNNlia0I3hJGaFUKi7lOZTDg1JjVLCmnhKjlMFS4HUF63BSvfO4-yKD7kyuMIjpYCJJ_OBF7YU-5hVt4sR9QM_lLJnJYH41h9TIPMJipLnzlPaWuItI7L5YoywYFH6wUvOzE?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
511,فندق حوش بوغنوش,فندقحوشبوغنوش,Point,13.0105374,32.2111368,13.0105374,32.2111368,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR6THScvHvbSUdxH_dUlW3G4T75WY6O-3WE3buBe0ZP2oskkMlUYnqtw5IL_sbUSRPk2oFbWB6G4k4BXL_Auv5YB-G_J1-XL44yZqjx6Da_pBwZQFIBEXvTtwbr9HT3ZC469DJKN7r_Jm0fPrUftQpRrBWiu1NZMgto7D5EdLy0LB72xagAW_uWGRVIoPaLu0oqXW562KPdNtg69jkGVTEB3AgeND964CSsP_1ccZjx1tJQuv6vBGkOuvs4?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
512,فندق اللؤلؤة السياحي البضاء,فندقاللولوهالسياحيالبضاء,Point,21.73757862,32.75895966,21.73757862,32.75895966,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5v-xQxKeVd5ZlqHK4BSq1dUPRb7W3CrKj4YoNos38ac9zUyYmW3uFb8l1Y7mZq1TVILTGEGNCV3fR4AMPKcmVZVMwxrqeMuW0jVueAZAUcIDEjSQIMUlMO6XBTP5HXqtbybP0pnf3T3k0VcXvlzivSavrEaSpsshodbqeN4_rvvUp87pOzxOad3dGAn-kcrfELyHR8V5LmSHcqAv_pvoWVN825ifzPOnq9zpT0OapMOjidyT0BGhBK9Pc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
513,فندق لؤلؤة الخليج البيضاء,فندقلولوهالخليجالبيضاء,Point,21.77686134,32.76512885,21.77686134,32.76512885,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5dbsMPY1zhCxpCoG0GbC_xS4JdfSDnix6rQxGypl4SOUHKRmhGWnPEevtfx9PEbk9uANv-6kR8Ed5w0eUPzooZ8QioKonKKmnRwnGXHw70LFH-k2PDzmInn9FzNm-ExFcKDHi_KtBDAbmprNTky9Ct2cenzubg6XHutWWLFcbm2HHDwWWw6RsBHS8wKFKpM-yhBsF4X_0Xf8xhyEqf52m6hRVAFBUb4Tk1HTGKQmrAL5YyiGUprSKW6r8?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
514,فندق قصر البيضاء,فندققصرالبيضاء,Point,21.73796,32.75924,21.73796,32.75924,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,duplicate_name,unique,recovered_parser_used,
515,فندق القاهرة البيضاء,فندقالقاهرهالبيضاء,Point,21.74344,32.76199,21.74344,32.76199,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
516,النوران_ للشقق_الفندقية,النوران_للشقق_الفندقيه,Point,21.7382384,32.7686802,21.7382384,32.7686802,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4z6do3e47QXpQG_I2OB9vHxPJy0kHfn-KRb04eyZd4WEC37ZBKSRk5Eqr5nLgWTreYwNMZvPGJLhq2aWHV8VNqh6tdp3hKfTv8WUp38gmiiK-OoPYTHoJLi0Rc16PFteWlv446qsHnSrY1-dhbyvVEXbkOIzhRT1s7BGjjmppquZAR8BJX1ZHIFE6Q9SShMIzyDgiXgesr4WJGXzxU5zc1svGGwwc_hYqunAbANN3HalImkwAi2mq_c-Q?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
517,مكة للشقق الفندقية البيضاء,مكهللشققالفندقيهالبيضاء,Point,21.7528908,32.7602407,21.7528908,32.7602407,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
518,برج المدينة للشقق الفندقية البيضاء,برجالمدينهللشققالفندقيهالبيضاء,Point,21.7881184,32.7696656,21.7881184,32.7696656,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
519,فندق اية الجبل البيضاء,فندقايهالجبلالبيضاء,Point,21.754817,32.763852,21.754817,32.763852,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5HyQgOMTxdVITeZ2vrCHxw0KerkssMtGDIOfzgy-xOO9rgE5feV7tDO_QjWJm9dNYsndoYdbHbNw6m2RjOwb3yJyHdkC-m6PCc71oNjgxzkVZFqlrv3-ZaOa6d-dziUyYGDbfmJdn4LXB7B6WtVec7t1h0lHC_Fjn1i0b26BtyeMhj_3BUk0J_YA9Frlrci2xcbdL-XGxiOwtnafvUv15mT0rbjj_RQeNqa6pZuZJNSy4E4TLaVvI9XHs?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
520,فندق برقة السياحي,فندقبرقهالسياحي,Point,21.7567193,32.765152,21.7567193,32.765152,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
521,فندق افريقيا البيضاء,فندقافريقياالبيضاء,Point,21.7549977,32.7641295,21.7549977,32.7641295,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
522,فندق برونتو البيضاء,فندقبرونتوالبيضاء,Point,21.771261,32.770748,21.771261,32.770748,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4Pk4iX1X1dNVce3tvAdUC9_fdCaSMdc7eRJ17EWsEg0Gxv1cV73lvOe5GSNkSaWuXdhNqkyg5FK4LVQyf10W9kqcJbr1gm8ALXszr6TdWjoqncoajldjXi2T1QHsTyjqFDKLzOenpdGg5gEJ0pD4aNjZuNIZxDEvsA5d7EKDDNvWeG1WCJkV5deka_Baj7sBXPwLj2xZbcfUMt0VtTTGWqZr6KHpBLjHuHiCdCi1060SW4GoFRXb8L8Xc?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
523,عمارة الجوري للشقق الفندقية,عمارهالجوريللشققالفندقيه,Point,21.75352,32.75384,21.75352,32.75384,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR5lpv8ONWnoQLH2MkjhLdvNt8jzGY_OgJxI9GdtEUmb9IRtuh1Iwx7Mhql_TNMgsmSJ7Kvgu0Pc8QIfYgTR9sxVcnp1PUCNnlenOkeP0WHdyBwf_UnViaMwvhCzm6_jqv6DcWgrIdhu1-0zX34QNPbYDKiCboFRywOlfuzXwBLVJ6be_1oCSzVTTPJgTefDmvi_LinhzfijE4lx0YAzH6DY7QbWLqyeMdksGioosiJNC7j2XDiLc9mjGrI?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
524,فندق العنود البيضاء,فندقالعنودالبيضاء,Point,21.75517,32.76448,21.75517,32.76448,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7z3QF7BR74tvHbuA4VDwCkB3K_RfnKdknWBXmL4eIRzrSpyQR72iUOcpDPlIfrvwgyq7lCCLFyw3HbpHuPUC_ueH61FVRfvmOxGUW40aMSys3tzve4J2ITIj0EyoI57YBNxsYEiSMNiXtj_I2MHGFldc1rMIONHg0oYdn-_vUbWVlHpX1PuPOqz9W6ECBPXelFrDg7o8K5NCe8izKcRtLmqintOCR3OndVFY4JYlYufzFmSoVjg5xhXBU?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
525,فندق الفردوس للشقق الفندقية,فندقالفردوسللشققالفندقيه,Point,21.7475863,32.7642035,21.7475863,32.7642035,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR42O0F7iZWaVLjHNEZJYkqBe-iKcJgf8evnn2Jq4x5yMuZ6xAsaNrhBJJNY2fsjtHflGt3OuDLnnzsm_dCJaevjDA7999QDivPdJBHB1bbHA9308knAHAcBkgx8vIk_3k2DBsGrW3v6qtdsNETKLaZqQE5XwUi3CDIg-D0DHya_kx_mZ1MBAB5Jtr1X7S86Jr-PQrYD5NJxr7GXHJUnGgrIyz4cSJU8yCYBm0stccLrOxex9VczNHncaIw?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
526,فندق قصر الضيافة للشقق الفندقية البيضاء,فندققصرالضيافهللشققالفندقيهالبيضاء,Point,21.729493,32.762472,21.729493,32.762472,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
527,فندق مرحبا للخدمات السياحية,فندقمرحباللخدماتالسياحيه,Point,21.788587,32.7682006,21.788587,32.7682006,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4Oakf43WraNk--qgX48VVE8jJItXssHGbOQ2dB5v6C2nC17T2oJx-AUWTyb-7j2uvd6PucpjjCMedPfyTHMGicPPMK08kWgAh-S1GIPAJl8NfBZsDBmN1PIgF9p14VYZUeqgVdrZRlYbIcPALhCrNG6q53_acwA4n2chX6IIMYJShiFi6UhhqR_TqC2rK5FInM4WULp37ezE4aV6mbP7paBdh7kYD6CWXgGdDdvWXU_pYmUdHwI6aIoAo?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
528,عمارة اضواء ليبيا للشقق الفندقية البيضاء,عمارهاضواءليبياللشققالفندقيهالبيضاء,Point,21.79002669,32.7703838,21.79002669,32.7703838,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR7xRksPGOWd7_2Rs6_LO2GDoRvauwT-LbNitAEJQoFgtm0HgsvreTsXQNQt4t25XUnkgHpkvTO61WCeI-XIkOxD6JOLDmJ5v-aV32efu8Zy9Ah5Qi4uX_2ddpKFiYGrgQeD6mI6TW0uhNQunuhpw9L87N4wA3KCl3pz_wPV8lA3CZ-BAFwbzPA7erxHBZUSJGt2d1w451RPUPU_NrDMvafmdaxfR6PVMVCu6tsUNf5-iu-LjTza7PtvEgs?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
529,فندق الاندلس السياحي الخمس,فندقالاندلسالسياحيالخمس,Point,14.2777119,32.6326796,14.2777119,32.6326796,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
530,فندق المرقب السياحي الخمس,فندقالمرقبالسياحيالخمس,Point,14.2824311,32.6297785,14.2824311,32.6297785,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4Hk-Gq1Pw8GQA0YMd1yFyEVCasWst5xKKAn7gJpkM1itN_Zp6rgOQT4nR9ck5ysNuWVnBQO4fqRx6ikmTkAY24wMGzSM7fmGVnhpYRqHlRGqJtUxC6gBaj0ZsGVlEphaRFIoC2AieCqppvsjPqtQ1QBmo8HbDfwOAfFv45ciUQdbHqCCYI3TG533Z2znIToK5ympj0mqep9vbxZ19_pDJ4SVeuE3ujz2O85Q_fi0PX_ur0XrjL2Eb63SA?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
531,فندق التوليب السياحي الخمس,فندقالتوليبالسياحيالخمس,Point,14.2492876,32.6508044,14.2492876,32.6508044,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4--Gjmgff2fCb-ueFt67GvxWkgbr2ZNaAj65ULOVsQIqHCvvXx6eWCkPoHyMjhSDr-BF2Z9jdk-ke0eP160tTVNkqm09TOjdVD0JxQZVNFR0-UnwvSdLhesOLJWcwcVkXOLrVP158omMwGgIMapctTAoLCJu49oic_SfKmIbsx0i3cooiKw1dapU9PWZENSv2wNRLrKN7IiKK1Ls0wOAHjze4vIQRrzckT0uun5zFP_p-Z0voMLUAvgRE?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
532,فندق بيت سباب الخمس,فندقبيتسبابالخمس,Point,14.24756,32.648142,14.24756,32.648142,0,valid,available,https://mymaps.usercontent.google.com/hostedimage/m/*/3AAjQbR4dCyfgfzr8w74mXYT7Qjy6pxeEiZc9SfT3LfZ5bn7TGGMlwqxGA8xe0fLWZL_Sv87yAa4q-KoqeCiIMn-7qdqURd601EHv29yalXPX3Ehq6vvAscSXDOkzO7n9WUIYs9qspp0FA-lLUbP65CwgKcXgQrNFuioxAK-g73N2ocRlIvXKYxBi7bxS6vwr4Jo9lpD7XXtMTaJRRCA4PTSjmoRnUm5ocNNAen-CU5cJR22StNPTj9OJdie1z-4?authuser=2&fife=s16383,temporary_remote_not_displayed,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
533,فندق الاخوة السياحي الخمس,فندقالاخوهالسياحيالخمس,Point,14.2631514,32.6551959,14.2631514,32.6551959,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
534,فندق الليلك,فندقالليلك,Point,13.196468,32.89431,13.196468,32.89431,0,valid,available,,no_image,#icon-1899-BDBDBD,الفنادق,unique,unique,recovered_parser_used,
535,أبوزاهية,ابوزاهيه,Polygon,,,16.759613760354203,31.20977124850486,46,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
536,زعفران,زعفران,Polygon,,,16.420665173062382,31.21410490336048,416,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
537,القبيبة,القبيبه,Polygon,,,16.331143520851423,31.221423834441296,5001,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
538,سلطان,سلطان,Polygon,,,17.145257468918494,31.12147864513516,3143,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
539,النقازة,النقازه,Polygon,,,14.108146057897788,32.715036179280155,737,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
540,غنيمة,غنيمه,Polygon,,,14.066932941067567,32.72090492442937,223,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
541,فلفول,فلفول,Polygon,,,14.081778122001458,32.7181114615485,437,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
542,فيللا سيلين,فيللاسيلين,Polygon,,,14.157454205063498,32.708990785671915,565,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
543,قريم,قريم,Polygon,,,14.007110174880932,32.72937151229321,864,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
544,الطويبية,الطويبيه,Polygon,,,14.438333106385581,32.54413894759187,107,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
545,هانيبال,هانيبال,Polygon,,,14.280520830728557,32.64374598090033,27,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
546,ماتشوك,ماتشوك,Polygon,,,12.029082514898557,32.970431433352445,136,valid,available,,no_image,#poly-E9CAFC-1000-255,مناطق_التنمية_والاستثمار_السياحي,unique,unique,recovered_parser_used,
